repeat,severity,classifier,mode,statistic,pvalue,reject,source_ess,target_ess,source_max_weight,target_max_weight
1,0.2,logistic,overlap,0.13630786944064327,0.005,1.0,168.04469839406858,166.06005210424624,0.2499994133540696,0.24999712821907613
1,0.2,random_forest,unweighted,0.16830928212162782,0.005,1.0,180.0,180.0,1.0,1.0
1,0.2,random_forest,source,0.14986118154246203,0.005,1.0,133.73340281544444,180.0,1.9363605705543063,1.0
1,0.2,random_forest,target,0.11065737271818009,0.02,1.0,180.0,126.53492703498458,1.0,1.8537200372250207
1,0.2,random_forest,both,0.08625742236187352,0.57,0.0,133.73340281544444,126.53492703498458,1.9363605705543063,1.8537200372250207
1,0.2,random_forest,crump,0.09282328970174239,0.255,0.0,137.0,135.0,1.0,1.0
1,0.2,random_forest,overlap,0.08980140291439623,0.45,0.0,137.5177286551669,132.82973009127164,0.24999883721851676,0.24999956387098307
1,0.2,hist_gbm,unweighted,0.16830928212162782,0.005,1.0,180.0,180.0,1.0,1.0
1,0.2,hist_gbm,source,0.14670841077957691,0.005,1.0,128.4958756807005,180.0,2.4507644167626754,1.0
1,0.2,hist_gbm,target,0.11366385894956005,0.01,1.0,180.0,118.22104985812786,1.0,3.1427228336536115
1,0.2,hist_gbm,both,0.08631461217328988,0.56,0.0,128.4958756807005,118.22104985812786,2.4507644167626754,3.1427228336536115
1,0.2,hist_gbm,crump,0.09083790103211084,0.27,0.0,135.0,133.0,1.0,1.0
1,0.2,hist_gbm,overlap,0.0926979536273112,0.295,0.0,144.00071437182802,131.8152755000597,0.24999944606531213,0.24999944606531213
1,0.3,logistic,unweighted,0.20024366902911145,0.005,1.0,180.0,180.0,1.0,1.0
1,0.3,logistic,source,0.162738783321585,0.005,1.0,127.78161653224946,180.0,2.568628684675018,1.0
1,0.3,logistic,target,0.12754488489782315,0.005,1.0,180.0,124.22345622152295,1.0,2.545495254221588
1,0.3,logistic,both,0.08179162147072526,0.68,0.0,127.78161653224946,124.22345622152295,2.568628684675018,2.545495254221588
1,0.3,logistic,crump,0.14973938602297293,0.005,1.0,145.0,140.0,1.0,1.0
1,0.3,logistic,overlap,0.14582427345013493,0.005,1.0,155.92308232213628,152.0234955068016,0.24999376400672604,0.2499999832455878
1,0.3,random_forest,unweighted,0.20024366902911145,0.005,1.0,180.0,180.0,1.0,1.0
1,0.3,random_forest,source,0.17431788223123096,0.005,1.0,118.97757736422797,180.0,2.241128560703184,1.0
1,0.3,random_forest,target,0.12388338889374935,0.005,1.0,180.0,108.08708173735728,1.0,2.2851227366295306
1,0.3,random_forest,both,0.08395331804388115,0.56,0.0,118.97757736422797,108.08708173735728,2.241128560703184,2.2851227366295306
1,0.3,random_forest,crump,0.09595511629885929,0.175,0.0,123.0,117.0,1.0,1.0
1,0.3,random_forest,overlap,0.09220831139712532,0.38,0.0,123.23643968582132,114.79471407079377,0.2499624993328491,0.24999650310389948
1,0.3,hist_gbm,unweighted,0.20024366902911145,0.005,1.0,180.0,180.0,1.0,1.0
1,0.3,hist_gbm,source,0.16923834278459549,0.005,1.0,114.81980406431917,180.0,2.8126645199661198,1.0
1,0.3,hist_gbm,target,0.1254348704485409,0.005,1.0,180.0,105.27610063390786,1.0,2.6793794449330854
1,0.3,hist_gbm,both,0.08220796348429216,0.63,0.0,114.81980406431917,105.27610063390786,2.8126645199661198,2.6793794449330854
1,0.3,hist_gbm,crump,0.09449661220839294,0.145,0.0,121.0,117.0,1.0,1.0
1,0.3,hist_gbm,overlap,0.09461964614008928,0.275,0.0,125.70661775447151,117.3756945825333,0.24999830859597916,0.24999830859597916
1,0.4,logistic,unweighted,0.2267880105928974,0.005,1.0,180.0,180.0,1.0,1.0
1,0.4,logistic,source,0.1840279561884284,0.005,1.0,111.1226597530726,180.0,3.0249305001267985,1.0
1,0.4,logistic,target,0.13768415693624297,0.005,1.0,180.0,105.32885251860834,1.0,3.0174848170105095
1,0.4,logistic,both,0.07992855358271286,0.68,0.0,111.1226597530726,105.32885251860834,3.0249305001267985,3.0174848170105095
1,0.4,logistic,crump,0.13015493313294743,0.01,1.0,115.0,112.0,1.0,1.0
1,0.4,logistic,overlap,0.15181812887986124,0.005,1.0,142.5976768686984,136.6755995096116,0.2499969804214553,0.24999617905123442
1,0.4,random_forest,unweighted,0.2267880105928974,0.005,1.0,180.0,180.0,1.0,1.0
1,0.4,random_forest,source,0.19528553014506372,0.005,1.0,101.95855222063597,180.0,2.6569646009856664,1.0
1,0.4,random_forest,target,0.13110448314976964,0.005,1.0,180.0,90.76113463372863,1.0,2.8950608668950464
1,0.4,random_forest,both,0.07579649119740095,0.81,0.0,101.95855222063597,90.76113463372863,2.6569646009856664,2.8950608668950464
1,0.4,random_forest,crump,0.09060521842882799,0.275,0.0,109.0,96.0,1.0,1.0
1,0.4,random_forest,overlap,0.08446895972202638,0.56,0.0,106.91179226263367,95.54111400841464,0.24999924555292227,0.24999990047840567
1,0.4,hist_gbm,unweighted,0.2267880105928974,0.005,1.0,180.0,180.0,1.0,1.0
1,0.4,hist_gbm,source,0.19572783408004604,0.005,1.0,98.90376325805433,180.0,3.322251322723088,1.0
1,0.4,hist_gbm,target,0.13149913920529874,0.005,1.0,180.0,87.47384253850825,1.0,3.301531251350609
1,0.4,hist_gbm,both,0.07751842315039603,0.78,0.0,98.90376325805433,87.47384253850825,3.322251322723088,3.301531251350609
1,0.4,hist_gbm,crump,0.08744831734304516,0.435,0.0,108.0,95.0,1.0,1.0
1,0.4,hist_gbm,overlap,0.08795557621722183,0.425,0.0,110.17184399219965,97.34920654445958,0.24999427397471807,0.24993240063444075
2,0.0,logistic,unweighted,0.10040219097698522,0.07,0.0,180.0,180.0,1.0,1.0
2,0.0,logistic,source,0.10075033518125953,0.07,0.0,179.99893437636084,180.0,1.005578636686177,1.0
2,0.0,logistic,target,0.10019769981627245,0.08,0.0,180.0,179.99879900449235,1.0,1.0093328230840102
2,0.0,logistic,both,0.10054511973770211,0.075,0.0,179.99893437636084,179.99879900449235,1.005578636686177,1.0093328230840102
2,0.0,logistic,crump,0.10040219097698522,0.07,0.0,180.0,180.0,1.0,1.0
2,0.0,logistic,overlap,0.1009397570424079,0.07,0.0,179.99999998632512,179.9999999804276,0.2499999995260736,0.24999999998804365
2,0.0,random_forest,unweighted,0.10040219097698522,0.07,0.0,180.0,180.0,1.0,1.0
2,0.0,random_forest,source,0.1031093030974371,0.04,1.0,171.123308136574,180.0,1.4838579138189674,1.0
2,0.0,random_forest,target,0.09307103875615028,0.195,0.0,180.0,172.51974015710897,1.0,1.4909788806873348
2,0.0,random_forest,both,0.0955304836595861,0.16,0.0,171.123308136574,172.51974015710897,1.4838579138189674,1.4909788806873348
2,0.0,random_forest,crump,0.10040219097698522,0.07,0.0,180.0,180.0,1.0,1.0
2,0.0,random_forest,overlap,0.10152198587232808,0.06,0.0,178.33194677352304,178.9611348733852,0.2499995592983615,0.24999929757198522
2,0.0,hist_gbm,unweighted,0.10040219097698522,0.07,0.0,180.0,180.0,1.0,1.0
2,0.0,hist_gbm,source,0.09547812607965525,0.175,0.0,155.09552540428967,180.0,1.8516276692596276,1.0
2,0.0,hist_gbm,target,0.09779605074572342,0.11,0.0,180.0,162.6604726064448,1.0,1.9726105856739553
2,0.0,hist_gbm,both,0.0929540687214562,0.215,0.0,155.09552540428967,162.6604726064448,1.8516276692596276,1.9726105856739553
2,0.0,hist_gbm,crump,0.10040219097698522,0.07,0.0,180.0,180.0,1.0,1.0
2,0.0,hist_gbm,overlap,0.09928487076126725,0.095,0.0,173.62904240464337,176.68983472798743,0.24998180318134214,0.24998180318134214
2,0.1,logistic,unweighted,0.11209936080627954,0.015,1.0,180.0,180.0,1.0,1.0
2,0.1,logistic,source,0.10006053401739415,0.045,1.0,172.49004415498513,180.0,1.39529083344482,1.0
2,0.1,logistic,target,0.09463552130751934,0.135,0.0,180.0,173.6596122744874,1.0,1.573321959090109
2,0.1,logistic,both,0.08297726958166227,0.545,0.0,172.49004415498513,173.6596122744874,1.39529083344482,1.573321959090109
2,0.1,logistic,crump,0.11209936080627954,0.015,1.0,180.0,180.0,1.0,1.0
2,0.1,logistic,overlap,0.1086911170418983,0.02,1.0,179.27259920372973,179.42968649447724,0.24999971913880034,0.2499995547243821
2,0.1,random_forest,unweighted,0.11209936080627954,0.015,1.0,180.0,180.0,1.0,1.0
2,0.1,random_forest,source,0.10523507458864825,0.03,1.0,153.46268982993837,180.0,1.5526944130493348,1.0
2,0.1,random_forest,target,0.09781075732600443,0.09,0.0,180.0,163.03839014201984,1.0,1.4126989138905968
2,0.1,random_forest,both,0.08996412772570478,0.315,0.0,153.46268982993837,163.03839014201984,1.5526944130493348,1.4126989138905968
