repeat,effect_size,severity,mode,statistic,pvalue,reject,source_ess,target_ess,source_max_weight,target_max_weight
22,0.3,0.25,target,0.14711025756497828,0.002,1.0,180.0,151.33698048416971,1.0,1.8591814607203123
22,0.3,0.25,both,0.12473392110572445,0.002,1.0,157.22237446845608,151.33698048416971,1.7929331846812075,1.8591814607203123
22,0.3,0.25,crump,0.1898399714477274,0.002,1.0,180.0,178.0,1.0,1.0
22,0.45,0.25,unweighted,0.20162045038866025,0.002,1.0,180.0,180.0,1.0,1.0
22,0.45,0.25,source,0.1819720908084002,0.002,1.0,157.22237446845608,180.0,1.7929331846812075,1.0
22,0.45,0.25,target,0.15859188001969055,0.002,1.0,180.0,151.33698048416971,1.0,1.8591814607203123
22,0.45,0.25,both,0.13591078072322096,0.002,1.0,157.22237446845608,151.33698048416971,1.7929331846812075,1.8591814607203123
22,0.45,0.25,crump,0.2001034201075816,0.002,1.0,180.0,178.0,1.0,1.0
22,0.6,0.25,unweighted,0.21060838763145862,0.002,1.0,180.0,180.0,1.0,1.0
22,0.6,0.25,source,0.19112789214223774,0.002,1.0,157.22237446845608,180.0,1.7929331846812075,1.0
22,0.6,0.25,target,0.1691359539396119,0.002,1.0,180.0,151.33698048416971,1.0,1.8591814607203123
22,0.6,0.25,both,0.1463537502108869,0.002,1.0,157.22237446845608,151.33698048416971,1.7929331846812075,1.8591814607203123
22,0.6,0.25,crump,0.2091899949522973,0.002,1.0,180.0,178.0,1.0,1.0
23,0.0,0.25,unweighted,0.14937874466544734,0.002,1.0,180.0,180.0,1.0,1.0
23,0.0,0.25,source,0.11749859053020872,0.002,1.0,145.44366501221404,180.0,1.980047563977991,1.0
23,0.0,0.25,target,0.10314638531032692,0.064,0.0,180.0,151.0877775966011,1.0,1.9857820060268738
23,0.0,0.25,both,0.06915341436199526,0.928,0.0,145.44366501221404,151.0877775966011,1.980047563977991,1.9857820060268738
23,0.0,0.25,crump,0.1463002158538047,0.002,1.0,176.0,179.0,1.0,1.0
23,0.15,0.25,unweighted,0.15740334933699132,0.002,1.0,180.0,180.0,1.0,1.0
23,0.15,0.25,source,0.12448404285445867,0.002,1.0,145.44366501221404,180.0,1.980047563977991,1.0
23,0.15,0.25,target,0.11199744594141872,0.008,1.0,180.0,151.0877775966011,1.0,1.9857820060268738
23,0.15,0.25,both,0.07636725443693347,0.806,0.0,145.44366501221404,151.0877775966011,1.980047563977991,1.9857820060268738
23,0.15,0.25,crump,0.1543599337395566,0.002,1.0,176.0,179.0,1.0,1.0
23,0.3,0.25,unweighted,0.1664457656988264,0.002,1.0,180.0,180.0,1.0,1.0
23,0.3,0.25,source,0.13214526700052942,0.002,1.0,145.44366501221404,180.0,1.980047563977991,1.0
23,0.3,0.25,target,0.12218895138694913,0.002,1.0,180.0,151.0877775966011,1.0,1.9857820060268738
23,0.3,0.25,both,0.08458773364316717,0.506,0.0,145.44366501221404,151.0877775966011,1.980047563977991,1.9857820060268738
23,0.3,0.25,crump,0.1634535569273113,0.002,1.0,176.0,179.0,1.0,1.0
23,0.45,0.25,unweighted,0.17535689300411522,0.002,1.0,180.0,180.0,1.0,1.0
23,0.45,0.25,source,0.1401546968039269,0.002,1.0,145.44366501221404,180.0,1.980047563977991,1.0
23,0.45,0.25,target,0.13240933418039885,0.002,1.0,180.0,151.0877775966011,1.0,1.9857820060268738
23,0.45,0.25,both,0.09332321641428276,0.266,0.0,145.44366501221404,151.0877775966011,1.980047563977991,1.9857820060268738
23,0.45,0.25,crump,0.17243045222645215,0.002,1.0,176.0,179.0,1.0,1.0
23,0.6,0.25,unweighted,0.18446499390336837,0.002,1.0,180.0,180.0,1.0,1.0
23,0.6,0.25,source,0.14889071869634865,0.002,1.0,145.44366501221404,180.0,1.980047563977991,1.0
23,0.6,0.25,target,0.1429316361589609,0.002,1.0,180.0,151.0877775966011,1.0,1.9857820060268738
23,0.6,0.25,both,0.1028834772799941,0.078,0.0,145.44366501221404,151.0877775966011,1.980047563977991,1.9857820060268738
23,0.6,0.25,crump,0.18163988309630885,0.002,1.0,176.0,179.0,1.0,1.0
24,0.0,0.25,unweighted,0.15912267280140222,0.002,1.0,180.0,180.0,1.0,1.0
24,0.0,0.25,source,0.12373541678360048,0.002,1.0,147.35049949004227,180.0,1.9975863819516075,1.0
24,0.0,0.25,target,0.11372751379895395,0.006,1.0,180.0,150.39871339372863,1.0,1.9317830015555653
24,0.0,0.25,both,0.07812418304576574,0.76,0.0,147.35049949004227,150.39871339372863,1.9975863819516075,1.9317830015555653
24,0.0,0.25,crump,0.15858760242613576,0.002,1.0,179.0,180.0,1.0,1.0
24,0.15,0.25,unweighted,0.1663978433165676,0.002,1.0,180.0,180.0,1.0,1.0
24,0.15,0.25,source,0.13012358586678271,0.002,1.0,147.35049949004227,180.0,1.9975863819516075,1.0
24,0.15,0.25,target,0.12172170322868174,0.002,1.0,180.0,150.39871339372863,1.0,1.9317830015555653
24,0.15,0.25,both,0.08458247196017372,0.534,0.0,147.35049949004227,150.39871339372863,1.9975863819516075,1.9317830015555653
24,0.15,0.25,crump,0.16585225098870932,0.002,1.0,179.0,180.0,1.0,1.0
24,0.3,0.25,unweighted,0.17388623971193418,0.002,1.0,180.0,180.0,1.0,1.0
24,0.3,0.25,source,0.13637272617539106,0.002,1.0,147.35049949004227,180.0,1.9975863819516075,1.0
24,0.3,0.25,target,0.1302288471304575,0.002,1.0,180.0,150.39871339372863,1.0,1.9317830015555653
24,0.3,0.25,both,0.09123193087204703,0.276,0.0,147.35049949004227,150.39871339372863,1.9975863819516075,1.9317830015555653
24,0.3,0.25,crump,0.17332253885370447,0.002,1.0,179.0,180.0,1.0,1.0
24,0.45,0.25,unweighted,0.1818888612635269,0.002,1.0,180.0,180.0,1.0,1.0
24,0.45,0.25,source,0.1436650485727171,0.002,1.0,147.35049949004227,180.0,1.9975863819516075,1.0
24,0.45,0.25,target,0.1392830346760273,0.002,1.0,180.0,150.39871339372863,1.0,1.9317830015555653
24,0.45,0.25,both,0.09892011369519882,0.104,0.0,147.35049949004227,150.39871339372863,1.9975863819516075,1.9317830015555653
24,0.45,0.25,crump,0.18132696060143766,0.002,1.0,179.0,180.0,1.0,1.0
24,0.6,0.25,unweighted,0.18990430669867397,0.002,1.0,180.0,180.0,1.0,1.0
24,0.6,0.25,source,0.15102313613954138,0.002,1.0,147.35049949004227,180.0,1.9975863819516075,1.0
24,0.6,0.25,target,0.14846697120486402,0.002,1.0,180.0,150.39871339372863,1.0,1.9317830015555653
24,0.6,0.25,both,0.10682584384588867,0.03,1.0,147.35049949004227,150.39871339372863,1.9975863819516075,1.9317830015555653
24,0.6,0.25,crump,0.18933255054515713,0.002,1.0,179.0,180.0,1.0,1.0
25,0.0,0.25,unweighted,0.13594596383935376,0.002,1.0,180.0,180.0,1.0,1.0
25,0.0,0.25,source,0.10959244400093635,0.012,1.0,155.664723841003,180.0,1.93027752716438,1.0
25,0.0,0.25,target,0.09745521101088686,0.118,0.0,180.0,157.2606559135961,1.0,1.8021452691844924
25,0.0,0.25,both,0.07053351583868592,0.92,0.0,155.664723841003,157.2606559135961,1.93027752716438,1.8021452691844924
25,0.0,0.25,crump,0.13594596383935376,0.002,1.0,180.0,180.0,1.0,1.0
25,0.15,0.25,unweighted,0.1434298087181832,0.002,1.0,180.0,180.0,1.0,1.0
25,0.15,0.25,source,0.11612608669280855,0.004,1.0,155.664723841003,180.0,1.93027752716438,1.0
25,0.15,0.25,target,0.10522434702299548,0.036,1.0,180.0,157.2606559135961,1.0,1.8021452691844924
25,0.15,0.25,both,0.07693370625472837,0.77,0.0,155.664723841003,157.2606559135961,1.93027752716438,1.8021452691844924
25,0.15,0.25,crump,0.1434298087181832,0.002,1.0,180.0,180.0,1.0,1.0
25,0.3,0.25,unweighted,0.15149821197226032,0.002,1.0,180.0,180.0,1.0,1.0
25,0.3,0.25,source,0.12301706073644329,0.002,1.0,155.664723841003,180.0,1.93027752716438,1.0
25,0.3,0.25,target,0.11377531439079969,0.008,1.0,180.0,157.2606559135961,1.0,1.8021452691844924
25,0.3,0.25,both,0.08387117521470731,0.55,0.0,155.664723841003,157.2606559135961,1.93027752716438,1.8021452691844924
25,0.3,0.25,crump,0.15149821197226032,0.002,1.0,180.0,180.0,1.0,1.0
25,0.45,0.25,unweighted,0.16007715477823503,0.002,1.0,180.0,180.0,1.0,1.0
25,0.45,0.25,source,0.1308921131221342,0.002,1.0,155.664723841003,180.0,1.93027752716438,1.0
25,0.45,0.25,target,0.12286927142795254,0.006,1.0,180.0,157.2606559135961,1.0,1.8021452691844924
25,0.45,0.25,both,0.09178073265966455,0.234,0.0,155.664723841003,157.2606559135961,1.93027752716438,1.8021452691844924
25,0.45,0.25,crump,0.16007715477823503,0.002,1.0,180.0,180.0,1.0,1.0
25,0.6,0.25,unweighted,0.16798708180917543,0.002,1.0,180.0,180.0,1.0,1.0
25,0.6,0.25,source,0.13803897016974165,0.002,1.0,155.664723841003,180.0,1.93027752716438,1.0
25,0.6,0.25,target,0.13147759250039845,0.002,1.0,180.0,157.2606559135961,1.0,1.8021452691844924
25,0.6,0.25,both,0.09921022162287763,0.096,0.0,155.664723841003,157.2606559135961,1.93027752716438,1.8021452691844924
25,0.6,0.25,crump,0.16798708180917543,0.002,1.0,180.0,180.0,1.0,1.0
26,0.0,0.25,unweighted,0.16452444177716813,0.002,1.0,180.0,180.0,1.0,1.0
26,0.0,0.25,source,0.12229184190629308,0.002,1.0,138.38591492425016,180.0,2.1517715527686603,1.0
26,0.0,0.25,target,0.11632471352125405,0.006,1.0,180.0,144.42505126005724,1.0,2.0825961199398
26,0.0,0.25,both,0.07139275145481976,0.91,0.0,138.38591492425016,144.42505126005724,2.1517715527686603,2.0825961199398
26,0.0,0.25,crump,0.15230368070042188,0.002,1.0,173.0,171.0,1.0,1.0
26,0.15,0.25,unweighted,0.17273031740588324,0.002,1.0,180.0,180.0,1.0,1.0
26,0.15,0.25,source,0.12931924172828285,0.002,1.0,138.38591492425016,180.0,2.1517715527686603,1.0
26,0.15,0.25,target,0.1260019385975945,0.002,1.0,180.0,144.42505126005724,1.0,2.0825961199398
26,0.15,0.25,both,0.0791429430209273,0.704,0.0,138.38591492425016,144.42505126005724,2.1517715527686603,2.0825961199398
26,0.15,0.25,crump,0.16092359326734224,0.002,1.0,173.0,171.0,1.0,1.0
26,0.3,0.25,unweighted,0.18114988664075599,0.002,1.0,180.0,180.0,1.0,1.0
26,0.3,0.25,source,0.13660980369264977,0.002,1.0,138.38591492425016,180.0,2.1517715527686603,1.0
26,0.3,0.25,target,0.1359857648710186,0.002,1.0,180.0,144.42505126005724,1.0,2.0825961199398
26,0.3,0.25,both,0.08731341673202933,0.452,0.0,138.38591492425016,144.42505126005724,2.1517715527686603,2.0825961199398
26,0.3,0.25,crump,0.16969631991625578,0.002,1.0,173.0,171.0,1.0,1.0
26,0.45,0.25,unweighted,0.18992479709647922,0.002,1.0,180.0,180.0,1.0,1.0
26,0.45,0.25,source,0.1442177737991015,0.002,1.0,138.38591492425016,180.0,2.1517715527686603,1.0
26,0.45,0.25,target,0.1465387417426452,0.002,1.0,180.0,144.42505126005724,1.0,2.0825961199398
26,0.45,0.25,both,0.0959492301843299,0.182,0.0,138.38591492425016,144.42505126005724,2.1517715527686603,2.0825961199398
26,0.45,0.25,crump,0.17890124160899482,0.002,1.0,173.0,171.0,1.0,1.0
26,0.6,0.25,unweighted,0.19954855871818322,0.002,1.0,180.0,180.0,1.0,1.0
26,0.6,0.25,source,0.15257441571400293,0.002,1.0,138.38591492425016,180.0,2.1517715527686603,1.0
26,0.6,0.25,target,0.1576438638296507,0.002,1.0,180.0,144.42505126005724,1.0,2.0825961199398
26,0.6,0.25,both,0.1050944930336955,0.054,0.0,138.38591492425016,144.42505126005724,2.1517715527686603,2.0825961199398
26,0.6,0.25,crump,0.18869057269157669,0.002,1.0,173.0,171.0,1.0,1.0
27,0.0,0.25,unweighted,0.1792946054336229,0.002,1.0,180.0,180.0,1.0,1.0
27,0.0,0.25,source,0.13973087488297023,0.002,1.0,134.7106911331634,180.0,2.2959201347450073,1.0
27,0.0,0.25,target,0.12084337607469005,0.002,1.0,180.0,134.97932830656114,1.0,2.293103086145316
27,0.0,0.25,both,0.07754245797408467,0.732,0.0,134.7106911331634,134.97932830656114,2.2959201347450073,2.293103086145316
27,0.0,0.25,crump,0.13891002341696537,0.002,1.0,150.0,155.0,1.0,1.0
27,0.15,0.25,unweighted,0.18812157540771224,0.002,1.0,180.0,180.0,1.0,1.0
27,0.15,0.25,source,0.14749244049117805,0.002,1.0,134.7106911331634,180.0,2.2959201347450073,1.0
27,0.15,0.25,target,0.13149399487730404,0.002,1.0,180.0,134.97932830656114,1.0,2.293103086145316
27,0.15,0.25,both,0.08608047282198691,0.478,0.0,134.7106911331634,134.97932830656114,2.2959201347450073,2.293103086145316
27,0.15,0.25,crump,0.14877847550776582,0.002,1.0,150.0,155.0,1.0,1.0
27,0.3,0.25,unweighted,0.1963563843164152,0.002,1.0,180.0,180.0,1.0,1.0
27,0.3,0.25,source,0.1544138157153113,0.002,1.0,134.7106911331634,180.0,2.2959201347450073,1.0
27,0.3,0.25,target,0.1416808454390457,0.002,1.0,180.0,134.97932830656114,1.0,2.293103086145316
27,0.3,0.25,both,0.09409616374232674,0.244,0.0,134.7106911331634,134.97932830656114,2.2959201347450073,2.293103086145316
27,0.3,0.25,crump,0.15788295149342887,0.002,1.0,150.0,155.0,1.0,1.0
27,0.45,0.25,unweighted,0.20485969840725501,0.002,1.0,180.0,180.0,1.0,1.0
27,0.45,0.25,source,0.16187910237059186,0.002,1.0,134.7106911331634,180.0,2.2959201347450073,1.0
27,0.45,0.25,target,0.15240023147464157,0.002,1.0,180.0,134.97932830656114,1.0,2.293103086145316
27,0.45,0.25,both,0.10297736519121481,0.082,0.0,134.7106911331634,134.97932830656114,2.2959201347450073,2.293103086145316
27,0.45,0.25,crump,0.16747640238948625,0.002,1.0,150.0,155.0,1.0,1.0
27,0.6,0.25,unweighted,0.21359160760554793,0.002,1.0,180.0,180.0,1.0,1.0
27,0.6,0.25,source,0.17011813008647053,0.002,1.0,134.7106911331634,180.0,2.2959201347450073,1.0
27,0.6,0.25,target,0.16352446127029013,0.002,1.0,180.0,134.97932830656114,1.0,2.293103086145316
27,0.6,0.25,both,0.11270878819252436,0.02,1.0,134.7106911331634,134.97932830656114,2.2959201347450073,2.293103086145316
27,0.6,0.25,crump,0.1775828148148148,0.002,1.0,150.0,155.0,1.0,1.0
28,0.0,0.25,unweighted,0.14690170991464715,0.002,1.0,180.0,180.0,1.0,1.0
28,0.0,0.25,source,0.11493394491352331,0.01,1.0,145.35830998075886,180.0,1.9306532019572504,1.0
28,0.0,0.25,target,0.09580159612343098,0.162,0.0,180.0,145.08484996748362,1.0,2.0374303473933537
28,0.0,0.25,both,0.06143699394882459,0.984,0.0,145.35830998075886,145.08484996748362,1.9306532019572504,2.0374303473933537
28,0.0,0.25,crump,0.12589519692521145,0.002,1.0,167.0,167.0,1.0,1.0
28,0.15,0.25,unweighted,0.15452556298582532,0.002,1.0,180.0,180.0,1.0,1.0
28,0.15,0.25,source,0.12139168661338375,0.004,1.0,145.35830998075886,180.0,1.9306532019572504,1.0
28,0.15,0.25,target,0.10434179100549089,0.048,1.0,180.0,145.08484996748362,1.0,2.0374303473933537
28,0.15,0.25,both,0.06815709595481188,0.934,0.0,145.35830998075886,145.08484996748362,1.9306532019572504,2.0374303473933537
28,0.15,0.25,crump,0.13403137709107266,0.002,1.0,167.0,167.0,1.0,1.0
28,0.3,0.25,unweighted,0.1633543333714373,0.002,1.0,180.0,180.0,1.0,1.0
28,0.3,0.25,source,0.12908165779510025,0.002,1.0,145.35830998075886,180.0,1.9306532019572504,1.0
28,0.3,0.25,target,0.11426953850216189,0.01,1.0,180.0,145.08484996748362,1.0,2.0374303473933537
28,0.3,0.25,both,0.07639031667302869,0.786,0.0,145.35830998075886,145.08484996748362,1.9306532019572504,2.0374303473933537
28,0.3,0.25,crump,0.14345904832326917,0.002,1.0,167.0,167.0,1.0,1.0
28,0.45,0.25,unweighted,0.1716907864654778,0.002,1.0,180.0,180.0,1.0,1.0
28,0.45,0.25,source,0.13665051985786014,0.002,1.0,145.35830998075886,180.0,1.9306532019572504,1.0
28,0.45,0.25,target,0.12387245436960498,0.002,1.0,180.0,145.08484996748362,1.0,2.0374303473933537
28,0.45,0.25,both,0.08458726327094929,0.516,0.0,145.35830998075886,145.08484996748362,1.9306532019572504,2.0374303473933537
28,0.45,0.25,crump,0.1523327750479293,0.002,1.0,167.0,167.0,1.0,1.0
28,0.6,0.25,unweighted,0.18014993617588781,0.002,1.0,180.0,180.0,1.0,1.0
28,0.6,0.25,source,0.14442322099203284,0.002,1.0,145.35830998075886,180.0,1.9306532019572504,1.0
28,0.6,0.25,target,0.13381660819293534,0.002,1.0,180.0,145.08484996748362,1.0,2.0374303473933537
28,0.6,0.25,both,0.09325300242292893,0.268,0.0,145.35830998075886,145.08484996748362,1.9306532019572504,2.0374303473933537
28,0.6,0.25,crump,0.16148289804008983,0.002,1.0,167.0,167.0,1.0,1.0
29,0.0,0.25,unweighted,0.13922548868312756,0.002,1.0,180.0,180.0,1.0,1.0
29,0.0,0.25,source,0.11708350218413513,0.006,1.0,157.91519440642236,180.0,1.7404845810944916,1.0
29,0.0,0.25,target,0.10086052006185559,0.072,0.0,180.0,160.0719037775791,1.0,1.7430380969983592
29,0.0,0.25,both,0.07771934008861436,0.774,0.0,157.91519440642236,160.0719037775791,1.7404845810944916,1.7430380969983592
29,0.0,0.25,crump,0.13922548868312756,0.002,1.0,180.0,180.0,1.0,1.0
29,0.15,0.25,unweighted,0.14675832094955038,0.002,1.0,180.0,180.0,1.0,1.0
29,0.15,0.25,source,0.12349367689693759,0.002,1.0,157.91519440642236,180.0,1.7404845810944916,1.0
29,0.15,0.25,target,0.10875637609153495,0.01,1.0,180.0,160.0719037775791,1.0,1.7430380969983592
29,0.15,0.25,both,0.08414554511546582,0.536,0.0,157.91519440642236,160.0719037775791,1.7404845810944916,1.7430380969983592
29,0.15,0.25,crump,0.14675832094955038,0.002,1.0,180.0,180.0,1.0,1.0
29,0.3,0.25,unweighted,0.15507564300411525,0.002,1.0,180.0,180.0,1.0,1.0
29,0.3,0.25,source,0.1309259339288071,0.002,1.0,157.91519440642236,180.0,1.7404845810944916,1.0
29,0.3,0.25,target,0.11755472325123888,0.004,1.0,180.0,160.0719037775791,1.0,1.7430380969983592
29,0.3,0.25,both,0.091659457634924,0.276,0.0,157.91519440642236,160.0719037775791,1.7404845810944916,1.7430380969983592
29,0.3,0.25,crump,0.15507564300411525,0.002,1.0,180.0,180.0,1.0,1.0
29,0.45,0.25,unweighted,0.1641019899786618,0.002,1.0,180.0,180.0,1.0,1.0
29,0.45,0.25,source,0.13905161847336853,0.002,1.0,157.91519440642236,180.0,1.7404845810944916,1.0
29,0.45,0.25,target,0.12731885617856484,0.002,1.0,180.0,160.0719037775791,1.0,1.7430380969983592
29,0.45,0.25,both,0.10003778922437626,0.104,0.0,157.91519440642236,160.0719037775791,1.7404845810944916,1.7430380969983592
29,0.45,0.25,crump,0.1641019899786618,0.002,1.0,180.0,180.0,1.0,1.0
29,0.6,0.25,unweighted,0.17346438424020727,0.002,1.0,180.0,180.0,1.0,1.0
29,0.6,0.25,source,0.14740633998181293,0.002,1.0,157.91519440642236,180.0,1.7404845810944916,1.0
29,0.6,0.25,target,0.1374857867649928,0.002,1.0,180.0,160.0719037775791,1.0,1.7430380969983592
29,0.6,0.25,both,0.10877559400992064,0.018,1.0,157.91519440642236,160.0719037775791,1.7404845810944916,1.7430380969983592
29,0.6,0.25,crump,0.17346438424020727,0.002,1.0,180.0,180.0,1.0,1.0
30,0.0,0.25,unweighted,0.16995804850632526,0.002,1.0,180.0,180.0,1.0,1.0
30,0.0,0.25,source,0.12524945776378432,0.002,1.0,135.07517315038973,180.0,2.178617560692693,1.0
30,0.0,0.25,target,0.11786044660391878,0.002,1.0,180.0,140.1164636296687,1.0,2.258039522515613
30,0.0,0.25,both,0.07117699494968607,0.892,0.0,135.07517315038973,140.1164636296687,2.178617560692693,2.258039522515613
30,0.0,0.25,crump,0.1382449012840919,0.002,1.0,161.0,161.0,1.0,1.0
30,0.15,0.25,unweighted,0.17765229766803842,0.002,1.0,180.0,180.0,1.0,1.0
30,0.15,0.25,source,0.13187186793662,0.002,1.0,135.07517315038973,180.0,2.178617560692693,1.0
30,0.15,0.25,target,0.1266504746901702,0.002,1.0,180.0,140.1164636296687,1.0,2.258039522515613
30,0.15,0.25,both,0.07808933888768743,0.742,0.0,135.07517315038973,140.1164636296687,2.178617560692693,2.258039522515613
30,0.15,0.25,crump,0.14668307786208357,0.002,1.0,161.0,161.0,1.0,1.0
30,0.3,0.25,unweighted,0.18523498799725652,0.002,1.0,180.0,180.0,1.0,1.0
30,0.3,0.25,source,0.1381428551651424,0.002,1.0,135.07517315038973,180.0,2.178617560692693,1.0
30,0.3,0.25,target,0.13545766937983922,0.002,1.0,180.0,140.1164636296687,1.0,2.258039522515613
30,0.3,0.25,both,0.0847980903713352,0.514,0.0,135.07517315038973,140.1164636296687,2.178617560692693,2.258039522515613
30,0.3,0.25,crump,0.15485491351360747,0.002,1.0,161.0,161.0,1.0,1.0
30,0.45,0.25,unweighted,0.19337656416704774,0.002,1.0,180.0,180.0,1.0,1.0
30,0.45,0.25,source,0.1455951739068991,0.002,1.0,135.07517315038973,180.0,2.178617560692693,1.0
30,0.45,0.25,target,0.144906767205911,0.002,1.0,180.0,140.1164636296687,1.0,2.258039522515613
30,0.45,0.25,both,0.09276949904506722,0.276,0.0,135.07517315038973,140.1164636296687,2.178617560692693,2.258039522515613
30,0.45,0.25,crump,0.16402854818606377,0.002,1.0,161.0,161.0,1.0,1.0
30,0.6,0.25,unweighted,0.20155625285779605,0.002,1.0,180.0,180.0,1.0,1.0
30,0.6,0.25,source,0.15327458657274495,0.002,1.0,135.07517315038973,180.0,2.178617560692693,1.0
30,0.6,0.25,target,0.15466035499601624,0.002,1.0,180.0,140.1164636296687,1.0,2.258039522515613
30,0.6,0.25,both,0.10115991840825392,0.102,0.0,135.07517315038973,140.1164636296687,2.178617560692693,2.258039522515613
30,0.6,0.25,crump,0.1731239879819837,0.002,1.0,161.0,161.0,1.0,1.0
31,0.0,0.25,unweighted,0.17261590172991922,0.002,1.0,180.0,180.0,1.0,1.0
31,0.0,0.25,source,0.14099016290455632,0.002,1.0,145.87648930328078,180.0,1.962774387286272,1.0
31,0.0,0.25,target,0.11685310218936257,0.002,1.0,180.0,142.18179633956925,1.0,2.1644197685949758
31,0.0,0.25,both,0.0830885528590187,0.568,0.0,145.87648930328078,142.18179633956925,1.962774387286272,2.1644197685949758
31,0.0,0.25,crump,0.16477172641667504,0.002,1.0,175.0,174.0,1.0,1.0
31,0.15,0.25,unweighted,0.18135164609053497,0.002,1.0,180.0,180.0,1.0,1.0
31,0.15,0.25,source,0.14909628061101668,0.002,1.0,145.87648930328078,180.0,1.962774387286272,1.0
31,0.15,0.25,target,0.12680488610048773,0.002,1.0,180.0,142.18179633956925,1.0,2.1644197685949758
31,0.15,0.25,both,0.09160260983659525,0.314,0.0,145.87648930328078,142.18179633956925,1.962774387286272,2.1644197685949758
31,0.15,0.25,crump,0.17382785724338998,0.002,1.0,175.0,174.0,1.0,1.0
31,0.3,0.25,unweighted,0.18958336191129405,0.002,1.0,180.0,180.0,1.0,1.0
31,0.3,0.25,source,0.1566310765456448,0.002,1.0,145.87648930328078,180.0,1.962774387286272,1.0
31,0.3,0.25,target,0.1365190988107037,0.002,1.0,180.0,142.18179633956925,1.0,2.1644197685949758
31,0.3,0.25,both,0.09989511807760278,0.116,0.0,145.87648930328078,142.18179633956925,1.962774387286272,2.1644197685949758
31,0.3,0.25,crump,0.18237682222445628,0.002,1.0,175.0,174.0,1.0,1.0
31,0.45,0.25,unweighted,0.19713923563481178,0.002,1.0,180.0,180.0,1.0,1.0
31,0.45,0.25,source,0.16405444824591825,0.002,1.0,145.87648930328078,180.0,1.962774387286272,1.0
31,0.45,0.25,target,0.1455938627377889,0.002,1.0,180.0,142.18179633956925,1.0,2.1644197685949758
31,0.45,0.25,both,0.108092747523831,0.022,1.0,145.87648930328078,142.18179633956925,1.962774387286272,2.1644197685949758
31,0.45,0.25,crump,0.1901907544653329,0.002,1.0,175.0,174.0,1.0,1.0
31,0.6,0.25,unweighted,0.20531535112787686,0.002,1.0,180.0,180.0,1.0,1.0
31,0.6,0.25,source,0.17204331705328701,0.002,1.0,145.87648930328078,180.0,1.962774387286272,1.0
31,0.6,0.25,target,0.15548988653765888,0.002,1.0,180.0,142.18179633956925,1.0,2.1644197685949758
31,0.6,0.25,both,0.11707019610906821,0.006,1.0,145.87648930328078,142.18179633956925,1.962774387286272,2.1644197685949758
31,0.6,0.25,crump,0.19868658020843805,0.002,1.0,175.0,174.0,1.0,1.0
32,0.0,0.25,unweighted,0.15264577903520804,0.002,1.0,180.0,180.0,1.0,1.0
32,0.0,0.25,source,0.12795065604856895,0.002,1.0,151.56944466774465,180.0,1.8289935841351086,1.0
32,0.0,0.25,target,0.1025446867915104,0.048,1.0,180.0,150.1748062521415,1.0,1.9025335733878972
32,0.0,0.25,both,0.07649078087717529,0.76,0.0,151.56944466774465,150.1748062521415,1.8289935841351086,1.9025335733878972
32,0.0,0.25,crump,0.15072114863230526,0.002,1.0,178.0,179.0,1.0,1.0
32,0.15,0.25,unweighted,0.16071366121780217,0.002,1.0,180.0,180.0,1.0,1.0
32,0.15,0.25,source,0.13488055318032108,0.002,1.0,151.56944466774465,180.0,1.8289935841351086,1.0
32,0.15,0.25,target,0.11160224019386886,0.004,1.0,180.0,150.1748062521415,1.0,1.9025335733878972
32,0.15,0.25,both,0.08384301294494435,0.532,0.0,151.56944466774465,150.1748062521415,1.8289935841351086,1.9025335733878972
32,0.15,0.25,crump,0.15882644580171762,0.002,1.0,178.0,179.0,1.0,1.0
32,0.3,0.25,unweighted,0.16836111111111113,0.002,1.0,180.0,180.0,1.0,1.0
32,0.3,0.25,source,0.1414838942438477,0.002,1.0,151.56944466774465,180.0,1.8289935841351086,1.0
32,0.3,0.25,target,0.12035942049280282,0.004,1.0,180.0,150.1748062521415,1.0,1.9025335733878972
32,0.3,0.25,both,0.09107182172392429,0.286,0.0,151.56944466774465,150.1748062521415,1.8289935841351086,1.9025335733878972
32,0.3,0.25,crump,0.1665083101914755,0.002,1.0,178.0,179.0,1.0,1.0
32,0.45,0.25,unweighted,0.17623869646395365,0.002,1.0,180.0,180.0,1.0,1.0
32,0.45,0.25,source,0.14877457391295473,0.002,1.0,151.56944466774465,180.0,1.8289935841351086,1.0
32,0.45,0.25,target,0.12928673804972407,0.002,1.0,180.0,150.1748062521415,1.0,1.9025335733878972
32,0.45,0.25,both,0.09889377336199202,0.096,0.0,151.56944466774465,150.1748062521415,1.8289935841351086,1.9025335733878972
32,0.45,0.25,crump,0.17443293358174605,0.002,1.0,178.0,179.0,1.0,1.0
32,0.6,0.25,unweighted,0.18534796905959458,0.002,1.0,180.0,180.0,1.0,1.0
32,0.6,0.25,source,0.15733985511431903,0.002,1.0,151.56944466774465,180.0,1.8289935841351086,1.0
32,0.6,0.25,target,0.13984185830909235,0.002,1.0,180.0,150.1748062521415,1.0,1.9025335733878972
32,0.6,0.25,both,0.1084218701573145,0.02,1.0,151.56944466774465,150.1748062521415,1.8289935841351086,1.9025335733878972
32,0.6,0.25,crump,0.18358329136403012,0.002,1.0,178.0,179.0,1.0,1.0
33,0.0,0.25,unweighted,0.15937912475232435,0.002,1.0,180.0,180.0,1.0,1.0
