repeat,experiment,lambda_value,mode,statistic,pvalue,reject,source_ess,target_ess,source_max_weight,target_max_weight
20,power,-1.0,unweighted,0.18480253010211856,0.002,1.0,180.0,180.0,1.0,1.0
20,power,0.0,both,0.04485276109659077,1.0,0.0,97.9348120370524,106.00254495308793,4.732201060810615,4.559067533155933
20,power,0.25,both,0.06691948328118026,0.948,0.0,123.88872496645067,129.36665549506208,2.847337753213917,2.788313880129235
20,power,0.5,both,0.09113945707348392,0.258,0.0,143.13770695408715,145.64197743817573,2.0219511737929747,1.988282402151471
20,power,0.75,both,0.12327540372378724,0.002,1.0,162.14655901025182,162.2820811137174,1.4900171440670325,1.4758348045427938
20,power,1.0,both,0.18480253010211856,0.002,1.0,180.0,180.0,1.0,1.0
21,calibration,-1.0,unweighted,0.17091079865874106,0.002,1.0,180.0,180.0,1.0,1.0
21,calibration,0.0,both,0.043249727225575456,1.0,0.0,101.27432596144097,107.36582595723061,6.2929903534524545,4.901271961767379
21,calibration,0.25,both,0.0642152314978105,0.964,0.0,128.09703632471775,129.9178978141064,3.1304149877905116,2.8489337170795475
21,calibration,0.5,both,0.08674177277804326,0.434,0.0,146.00733468256394,146.86240231811888,2.086416377585926,1.996864949663049
21,calibration,0.75,both,0.11639420694978729,0.008,1.0,163.43134459864038,163.7658009391618,1.495713869616958,1.4688780605293055
21,calibration,1.0,both,0.17091079865874104,0.002,1.0,180.0,180.0,1.0,1.0
21,power,-1.0,unweighted,0.19139981329065692,0.002,1.0,180.0,180.0,1.0,1.0
21,power,0.0,both,0.056935994117645154,0.986,0.0,101.27432596144097,107.36582595723061,6.2929903534524545,4.901271961767379
21,power,0.25,both,0.08211605910353573,0.6,0.0,128.09703632471775,129.9178978141064,3.1304149877905116,2.8489337170795475
21,power,0.5,both,0.10744389886926922,0.024,1.0,146.00733468256394,146.86240231811888,2.086416377585926,1.996864949663049
21,power,0.75,both,0.1385935029451143,0.002,1.0,163.43134459864038,163.7658009391618,1.495713869616958,1.4688780605293055
21,power,1.0,both,0.19139981329065692,0.002,1.0,180.0,180.0,1.0,1.0
22,calibration,-1.0,unweighted,0.15796966258954426,0.002,1.0,180.0,180.0,1.0,1.0
22,calibration,0.0,both,0.042883122278257454,1.0,0.0,117.5773466083539,109.4833510288633,3.4527039591799156,4.805550802800513
22,calibration,0.25,both,0.06040205708816187,0.99,0.0,136.19267713049854,133.9508067739132,2.3906858974590532,2.775078623178511
22,calibration,0.5,both,0.08062134668957054,0.654,0.0,151.7559182554796,150.56508470692557,1.8053331376508241,1.9420780510501545
22,calibration,0.75,both,0.10813094251598418,0.022,1.0,167.02890201128045,166.26068359797904,1.3900577983135884,1.434032324885065
22,calibration,1.0,both,0.15796966258954426,0.002,1.0,180.0,180.0,1.0,1.0
22,power,-1.0,unweighted,0.181181136640756,0.002,1.0,180.0,180.0,1.0,1.0
22,power,0.0,both,0.05988389997804147,0.984,0.0,117.5773466083539,109.4833510288633,3.4527039591799156,4.805550802800513
22,power,0.25,both,0.0812639645598057,0.644,0.0,136.19267713049854,133.9508067739132,2.3906858974590532,2.775078623178511
22,power,0.5,both,0.104141555214846,0.068,0.0,151.7559182554796,150.56508470692557,1.8053331376508241,1.9420780510501545
22,power,0.75,both,0.13305003490451645,0.002,1.0,167.02890201128045,166.26068359797904,1.3900577983135884,1.434032324885065
22,power,1.0,both,0.181181136640756,0.002,1.0,180.0,180.0,1.0,1.0
23,calibration,-1.0,unweighted,0.17990691586648377,0.002,1.0,180.0,180.0,1.0,1.0
23,calibration,0.0,both,0.04360664730473682,1.0,0.0,109.38831865949294,83.75232751269567,3.584482693596856,7.339826119552948
23,calibration,0.25,both,0.063723361196775,0.964,0.0,127.6580255885953,117.14961590019901,2.5298446798519643,3.3991706070603422
23,calibration,0.5,both,0.08592386354106962,0.53,0.0,142.8802145889887,137.2658290048024,1.9212246861891342,2.2304930684727307
23,calibration,0.75,both,0.11638160846836496,0.006,1.0,159.03507174329337,157.24781097462258,1.4759842002479182,1.57917997629422
23,calibration,1.0,both,0.17990691586648377,0.002,1.0,180.0,180.0,1.0,1.0
23,power,-1.0,unweighted,0.20230742931717727,0.002,1.0,180.0,180.0,1.0,1.0
23,power,0.0,both,0.060569030996138626,0.966,0.0,109.38831865949294,83.75232751269567,3.584482693596856,7.339826119552948
23,power,0.25,both,0.08488223541722784,0.548,0.0,127.6580255885953,117.14961590019901,2.5298446798519643,3.3991706070603422
23,power,0.5,both,0.10974215502310217,0.026,1.0,142.8802145889887,137.2658290048024,1.9212246861891342,2.2304930684727307
23,power,0.75,both,0.14143771447552894,0.002,1.0,159.03507174329337,157.24781097462258,1.4759842002479182,1.57917997629422
23,power,1.0,both,0.20230742931717727,0.002,1.0,180.0,180.0,1.0,1.0
24,calibration,-1.0,unweighted,0.17745350651577502,0.002,1.0,180.0,180.0,1.0,1.0
24,calibration,0.0,both,0.055429964978609546,1.0,0.0,112.91542278084947,106.50370134189842,3.561012358801941,3.8638078201180766
24,calibration,0.25,both,0.07422482091011258,0.808,0.0,131.0158218531867,128.06172722282503,2.4715048435764237,2.5808950836137052
24,calibration,0.5,both,0.0949616625395901,0.198,0.0,146.34076011753586,144.80175230269478,1.8692302757310586,1.916361800941988
24,calibration,0.75,both,0.12264011118289012,0.004,1.0,162.846291144428,161.64010188410762,1.4364008090306797,1.4564254077605885
24,calibration,1.0,both,0.17745350651577502,0.002,1.0,180.0,180.0,1.0,1.0
24,power,-1.0,unweighted,0.2026174744703551,0.002,1.0,180.0,180.0,1.0,1.0
24,power,0.0,both,0.0770975192993414,0.742,0.0,112.91542278084947,106.50370134189842,3.561012358801941,3.8638078201180766
24,power,0.25,both,0.0997211056681241,0.13,0.0,131.0158218531867,128.06172722282503,2.4715048435764237,2.5808950836137052
24,power,0.5,both,0.12286855424043874,0.006,1.0,146.34076011753586,144.80175230269478,1.8692302757310586,1.916361800941988
24,power,0.75,both,0.15141395223859924,0.002,1.0,162.846291144428,161.64010188410762,1.4364008090306797,1.4564254077605885
24,power,1.0,both,0.2026174744703551,0.002,1.0,180.0,180.0,1.0,1.0
25,calibration,-1.0,unweighted,0.16380261488340192,0.002,1.0,180.0,180.0,1.0,1.0
25,calibration,0.0,both,0.042850292890053064,1.0,0.0,115.17999161611834,110.37488560202573,3.7898919422143873,4.892773434676572
25,calibration,0.25,both,0.060484066244839076,0.996,0.0,134.17857370697254,130.78838646207717,2.5220281805479505,2.8165899319724845
25,calibration,0.5,both,0.08119598452899354,0.634,0.0,149.6869118955248,146.84735681222114,1.8678488458078355,1.9778758909259957
25,calibration,0.75,both,0.10974984209320948,0.016,1.0,165.07135698470353,163.8475482656413,1.4205774956622719,1.461074134616485
25,calibration,1.0,both,0.16380261488340192,0.002,1.0,180.0,180.0,1.0,1.0
25,power,-1.0,unweighted,0.18593722469897883,0.002,1.0,180.0,180.0,1.0,1.0
25,power,0.0,both,0.05815629135782248,0.996,0.0,115.17999161611834,110.37488560202573,3.7898919422143873,4.892773434676572
25,power,0.25,both,0.07934276034304813,0.68,0.0,134.17857370697254,130.78838646207717,2.5220281805479505,2.8165899319724845
25,power,0.5,both,0.10264220317740597,0.072,0.0,149.6869118955248,146.84735681222114,1.8678488458078355,1.9778758909259957
25,power,0.75,both,0.13268886565155485,0.002,1.0,165.07135698470353,163.8475482656413,1.4205774956622719,1.461074134616485
25,power,1.0,both,0.1859372246989788,0.002,1.0,180.0,180.0,1.0,1.0
26,calibration,-1.0,unweighted,0.15172680707971345,0.002,1.0,180.0,180.0,1.0,1.0
26,calibration,0.0,both,0.037680772477587984,1.0,0.0,107.2409122547692,121.1241252830695,4.630934332968881,4.134229317339533
26,calibration,0.25,both,0.0552420058713292,0.998,0.0,130.98841752157367,139.4419917366994,2.7375338001584435,2.5940054341961605
26,calibration,0.5,both,0.07504529259154995,0.826,0.0,148.35928526502232,153.5251178086486,1.9396727991596303,1.8704922015968037
26,calibration,0.75,both,0.10189790653568806,0.066,0.0,165.21795260470535,167.43359691088938,1.4403740210146203,1.4059054667655346
26,calibration,1.0,both,0.15172680707971345,0.002,1.0,180.0,180.0,1.0,1.0
26,power,-1.0,unweighted,0.17505564700502974,0.002,1.0,180.0,180.0,1.0,1.0
26,power,0.0,both,0.05158937213542542,1.0,0.0,107.2409122547692,121.1241252830695,4.630934332968881,4.134229317339533
26,power,0.25,both,0.07365244946976558,0.86,0.0,130.98841752157367,139.4419917366994,2.7375338001584435,2.5940054341961605
26,power,0.5,both,0.09675953811443636,0.156,0.0,148.35928526502232,153.5251178086486,1.9396727991596303,1.8704922015968037
26,power,0.75,both,0.1257912107042721,0.002,1.0,165.21795260470535,167.43359691088938,1.4403740210146203,1.4059054667655346
26,power,1.0,both,0.17505564700502974,0.002,1.0,180.0,180.0,1.0,1.0
27,calibration,-1.0,unweighted,0.15312432651272673,0.002,1.0,180.0,180.0,1.0,1.0
27,calibration,0.0,both,0.042229470311494016,1.0,0.0,113.64957415454437,117.21567966811945,5.259753472127394,3.5242042868925356
27,calibration,0.25,both,0.05939581323944626,0.99,0.0,135.73388522799456,137.2044043334511,2.854859622563153,2.406769582898537
27,calibration,0.5,both,0.07878366437666509,0.7,0.0,151.8685952742708,152.72150299171204,1.9576638280855843,1.8046658157555662
27,calibration,0.75,both,0.10511714417224867,0.024,1.0,167.27042658482898,167.50202502642753,1.431873783650658,1.3858125953578058
27,calibration,1.0,both,0.15312432651272673,0.002,1.0,180.0,180.0,1.0,1.0
27,power,-1.0,unweighted,0.17473687033226643,0.002,1.0,180.0,180.0,1.0,1.0
27,power,0.0,both,0.05694212529580235,0.988,0.0,113.64957415454437,117.21567966811945,5.259753472127394,3.5242042868925356
27,power,0.25,both,0.07771387736822484,0.724,0.0,135.73388522799456,137.2044043334511,2.854859622563153,2.406769582898537
27,power,0.5,both,0.09961365926961106,0.098,0.0,151.8685952742708,152.72150299171204,1.9576638280855843,1.8046658157555662
27,power,0.75,both,0.1273878166870474,0.002,1.0,167.27042658482898,167.50202502642753,1.431873783650658,1.3858125953578058
27,power,1.0,both,0.17473687033226643,0.002,1.0,180.0,180.0,1.0,1.0
28,calibration,-1.0,unweighted,0.1673804460067063,0.002,1.0,180.0,180.0,1.0,1.0
28,calibration,0.0,both,0.04856836444044975,1.0,0.0,109.44050755314028,108.05038318264714,4.545838739472532,5.232017253527119
28,calibration,0.25,both,0.06853591801214881,0.926,0.0,134.1383500248501,133.41179405606823,2.7256133946388785,2.880271939572708
28,calibration,0.5,both,0.08979870367227177,0.326,0.0,150.82344692945992,149.8345397527354,1.9289812062866063,1.9805786857520218
28,calibration,0.75,both,0.11723676571475125,0.004,1.0,166.2918296818357,165.0148304595117,1.430949244453171,1.4505893372362386
28,calibration,1.0,both,0.1673804460067063,0.002,1.0,180.0,180.0,1.0,1.0
28,power,-1.0,unweighted,0.19329106843468985,0.002,1.0,180.0,180.0,1.0,1.0
28,power,0.0,both,0.06851500848170664,0.914,0.0,109.44050755314028,108.05038318264714,4.545838739472532,5.232017253527119
28,power,0.25,both,0.09285967053244802,0.276,0.0,134.1383500248501,133.41179405606823,2.7256133946388785,2.880271939572708
28,power,0.5,both,0.11690598098318708,0.006,1.0,150.82344692945992,149.8345397527354,1.9289812062866063,1.9805786857520218
28,power,0.75,both,0.14558248791883108,0.002,1.0,166.2918296818357,165.0148304595117,1.430949244453171,1.4505893372362386
28,power,1.0,both,0.19329106843468985,0.002,1.0,180.0,180.0,1.0,1.0
29,calibration,-1.0,unweighted,0.15248903368388966,0.002,1.0,180.0,180.0,1.0,1.0
29,calibration,0.0,both,0.043970283046729106,1.0,0.0,118.34650398097641,116.08662775816457,3.590605552714749,4.312541826797076
29,calibration,0.25,both,0.061465181849899374,0.982,0.0,139.59582956610708,136.66828374635102,2.416088639221548,2.6215041648157156
29,calibration,0.5,both,0.0815155770651536,0.656,0.0,155.09441536341222,152.7188681850083,1.7957859945575956,1.8754925010379146
29,calibration,0.75,both,0.10810303969944282,0.02,1.0,168.86025095811232,168.26699071953664,1.3739415376048887,1.4029754157314003
29,calibration,1.0,both,0.15248903368388966,0.002,1.0,180.0,180.0,1.0,1.0
29,power,-1.0,unweighted,0.17008094135802468,0.002,1.0,180.0,180.0,1.0,1.0
29,power,0.0,both,0.05551164529220041,0.994,0.0,118.34650398097641,116.08662775816457,3.590605552714749,4.312541826797076
29,power,0.25,both,0.07579928368544861,0.814,0.0,139.59582956610708,136.66828374635102,2.416088639221548,2.6215041648157156
29,power,0.5,both,0.09785854987126047,0.138,0.0,155.09441536341222,152.7188681850083,1.7957859945575956,1.8754925010379146
29,power,0.75,both,0.12564659773556697,0.002,1.0,168.86025095811232,168.26699071953664,1.3739415376048887,1.4029754157314003
29,power,1.0,both,0.17008094135802468,0.002,1.0,180.0,180.0,1.0,1.0
30,calibration,-1.0,unweighted,0.1652641622847127,0.002,1.0,180.0,180.0,1.0,1.0
30,calibration,0.0,both,0.04463422458164071,1.0,0.0,107.63045516339578,109.64151978662615,4.87797596888508,4.650668759524713
30,calibration,0.25,both,0.06261643790783548,0.98,0.0,129.40237704487927,131.8954862287189,2.8315101432481034,2.777176226685055
30,calibration,0.5,both,0.08282738690676147,0.588,0.0,146.18730114938057,148.0644770668062,1.990526897702409,1.9651446752374473
30,calibration,0.75,both,0.11067568338802108,0.016,1.0,163.57022900548472,164.25865793191286,1.46801673841947,1.4554686042913996
30,calibration,1.0,both,0.1652641622847127,0.002,1.0,180.0,180.0,1.0,1.0
30,power,-1.0,unweighted,0.18824779473403444,0.002,1.0,180.0,180.0,1.0,1.0
30,power,0.0,both,0.06141914427128767,0.982,0.0,107.63045516339578,109.64151978662615,4.87797596888508,4.650668759524713
30,power,0.25,both,0.08328220883723564,0.59,0.0,129.40237704487927,131.8954862287189,2.8315101432481034,2.777176226685055
30,power,0.5,both,0.10600411699794302,0.05,0.0,146.18730114938057,148.0644770668062,1.990526897702409,1.9651446752374473
30,power,0.75,both,0.13509367962318683,0.002,1.0,163.57022900548472,164.25865793191286,1.46801673841947,1.4554686042913996
30,power,1.0,both,0.1882477947340344,0.002,1.0,180.0,180.0,1.0,1.0
31,calibration,-1.0,unweighted,0.15397369779759185,0.002,1.0,180.0,180.0,1.0,1.0
31,calibration,0.0,both,0.04368720557790218,1.0,0.0,121.04135188331747,107.66951620747547,3.6328230925201805,4.675536585198731
31,calibration,0.25,both,0.06034539754658689,0.992,0.0,138.77522527478285,132.75470628650461,2.438539504916952,2.74239669062617
31,calibration,0.5,both,0.07974536360441675,0.664,0.0,153.08285840753817,150.3287434762556,1.8151176275022265,1.9320349059605635
31,calibration,0.75,both,0.1063956721759291,0.032,1.0,167.33935941299987,166.95740985729464,1.3896001043856518,1.4289629935751282
31,calibration,1.0,both,0.15397369779759185,0.002,1.0,180.0,180.0,1.0,1.0
31,power,-1.0,unweighted,0.17421244379667733,0.002,1.0,180.0,180.0,1.0,1.0
31,power,0.0,both,0.058111875026587156,0.998,0.0,121.04135188331747,107.66951620747547,3.6328230925201805,4.675536585198731
31,power,0.25,both,0.07795381515569556,0.728,0.0,138.77522527478285,132.75470628650461,2.438539504916952,2.74239669062617
31,power,0.5,both,0.09960876849117464,0.104,0.0,153.08285840753817,150.3287434762556,1.8151176275022265,1.9320349059605635
31,power,0.75,both,0.1275278712980559,0.002,1.0,167.33935941299987,166.95740985729464,1.3896001043856518,1.4289629935751282
31,power,1.0,both,0.17421244379667733,0.002,1.0,180.0,180.0,1.0,1.0
32,calibration,-1.0,unweighted,0.15315098689224205,0.002,1.0,180.0,180.0,1.0,1.0
32,calibration,0.0,both,0.03997481949537191,1.0,0.0,108.49753339420045,114.94382190572298,4.756785113146006,4.478466783784613
32,calibration,0.25,both,0.05785470419118083,0.998,0.0,133.4208800973838,135.5589952245715,2.773921434303502,2.695528116395041
32,calibration,0.5,both,0.07739381060573322,0.726,0.0,150.20129223837424,150.68742733689902,1.9455896239508825,1.9168438348180092
32,calibration,0.75,both,0.10350980469250885,0.058,0.0,165.47869494508546,165.97025691825917,1.4385237594289901,1.4286890990130312
32,calibration,1.0,both,0.15315098689224205,0.002,1.0,180.0,180.0,1.0,1.0
32,power,-1.0,unweighted,0.17700114692882182,0.002,1.0,180.0,180.0,1.0,1.0
32,power,0.0,both,0.05563412086739105,1.0,0.0,108.49753339420045,114.94382190572298,4.756785113146006,4.478466783784613
32,power,0.25,both,0.07807341434440589,0.716,0.0,133.4208800973838,135.5589952245715,2.773921434303502,2.695528116395041
32,power,0.5,both,0.1006125410370054,0.096,0.0,150.20129223837424,150.68742733689902,1.9455896239508825,1.9168438348180092
32,power,0.75,both,0.12835371696078293,0.002,1.0,165.47869494508546,165.97025691825917,1.4385237594289901,1.4286890990130312
32,power,1.0,both,0.17700114692882182,0.002,1.0,180.0,180.0,1.0,1.0
33,calibration,-1.0,unweighted,0.13585858196159123,0.002,1.0,180.0,180.0,1.0,1.0
33,calibration,0.0,both,0.039129066272839255,1.0,0.0,119.79412367220515,123.59390066372849,3.487496534121761,3.98870630662153
33,calibration,0.25,both,0.05290201735171617,1.0,0.0,138.6042563561923,143.39304669356196,2.3670230081286703,2.5117245058054416
33,calibration,0.5,both,0.06956333242827135,0.934,0.0,153.95263256932932,157.36493613221577,1.7767627909915704,1.8150666513773988
33,calibration,0.75,both,0.09308520845954898,0.212,0.0,168.63638702608486,170.11246225695518,1.368974800912977,1.3711107595994299
33,calibration,1.0,both,0.13585858196159123,0.002,1.0,180.0,180.0,1.0,1.0
33,power,-1.0,unweighted,0.15579186099679926,0.002,1.0,180.0,180.0,1.0,1.0
33,power,0.0,both,0.050997447509182225,1.0,0.0,119.79412367220515,123.59390066372849,3.487496534121761,3.98870630662153
33,power,0.25,both,0.06766136637967132,0.95,0.0,138.6042563561923,143.39304669356196,2.3670230081286703,2.5117245058054416
33,power,0.5,both,0.08673630643895919,0.46,0.0,153.95263256932932,157.36493613221577,1.7767627909915704,1.8150666513773988
33,power,0.75,both,0.11216368221205265,0.004,1.0,168.63638702608486,170.11246225695518,1.368974800912977,1.3711107595994299
33,power,1.0,both,0.15579186099679926,0.002,1.0,180.0,180.0,1.0,1.0
34,calibration,-1.0,unweighted,0.1822282616979119,0.002,1.0,180.0,180.0,1.0,1.0
34,calibration,0.0,both,0.03260038644123594,1.0,0.0,77.35013499193293,83.88099253738942,9.50058504902468,6.360937023654552
34,calibration,0.25,both,0.056137413454641336,0.996,0.0,112.4548573612072,113.00703223508732,3.7919847212014504,3.360843192047249
34,calibration,0.5,both,0.08005617151740738,0.684,0.0,132.84245965294778,133.99236416448892,2.3924793783252456,2.271284982765275
34,calibration,0.75,both,0.11237542835918538,0.008,1.0,154.1249331232862,155.10694975260324,1.651978720688139,1.6147505818876824
34,calibration,1.0,both,0.1822282616979119,0.002,1.0,180.0,180.0,1.0,1.0
34,power,-1.0,unweighted,0.20194948940710256,0.002,1.0,180.0,180.0,1.0,1.0
34,power,0.0,both,0.04398768513503512,1.0,0.0,77.35013499193293,83.88099253738942,9.50058504902468,6.360937023654552
34,power,0.25,both,0.07307503507465798,0.858,0.0,112.4548573612072,113.00703223508732,3.7919847212014504,3.360843192047249
34,power,0.5,both,0.10036248111735696,0.088,0.0,132.84245965294778,133.99236416448892,2.3924793783252456,2.271284982765275
34,power,0.75,both,0.13456465180468402,0.002,1.0,154.1249331232862,155.10694975260324,1.651978720688139,1.6147505818876824
34,power,1.0,both,0.20194948940710256,0.002,1.0,180.0,180.0,1.0,1.0
35,calibration,-1.0,unweighted,0.17684210771985975,0.002,1.0,180.0,180.0,1.0,1.0
35,calibration,0.0,both,0.044540324446279776,1.0,0.0,107.77397927313409,92.30023243059426,4.590902631511129,7.905009187462161
35,calibration,0.25,both,0.06446148102561683,0.96,0.0,128.69616159455256,122.86676042715196,2.8059824182737123,3.4119309972549594
35,calibration,0.5,both,0.08635770759772082,0.47,0.0,144.75205129043948,141.53022979912194,2.001842783672538,2.1974457422049634
35,calibration,0.75,both,0.11640010313368981,0.004,1.0,161.27466248242575,160.5055970937112,1.4856821612534141,1.5469031144204517
35,calibration,1.0,both,0.17684210771985975,0.002,1.0,180.0,180.0,1.0,1.0
35,power,-1.0,unweighted,0.19826214277549153,0.002,1.0,180.0,180.0,1.0,1.0
35,power,0.0,both,0.059890293479019086,0.976,0.0,107.77397927313409,92.30023243059426,4.590902631511129,7.905009187462161
35,power,0.25,both,0.08390736300269823,0.538,0.0,128.69616159455256,122.86676042715196,2.8059824182737123,3.4119309972549594
35,power,0.5,both,0.10827627090355735,0.036,1.0,144.75205129043948,141.53022979912194,2.001842783672538,2.1974457422049634
35,power,0.75,both,0.13929613198105087,0.002,1.0,161.27466248242575,160.5055970937112,1.4856821612534141,1.5469031144204517
35,power,1.0,both,0.19826214277549153,0.002,1.0,180.0,180.0,1.0,1.0
36,calibration,-1.0,unweighted,0.15358775720164608,0.002,1.0,180.0,180.0,1.0,1.0
36,calibration,0.0,both,0.037373151246346444,1.0,0.0,115.98087390347779,103.4447956292554,3.398725478059411,4.459190271059798
36,calibration,0.25,both,0.05395795345683421,0.998,0.0,134.77245469990146,128.16844222979114,2.394178483491893,2.7296513239901725
36,calibration,0.5,both,0.07360320733464465,0.836,0.0,150.2187059298833,146.48048665242,1.819428550547994,1.9548702072878015
36,calibration,0.75,both,0.10111445693025262,0.078,0.0,165.6179341680734,164.2600175390753,1.4037801643344585,1.453844247096162
36,calibration,1.0,both,0.15358775720164608,0.002,1.0,180.0,180.0,1.0,1.0
36,power,-1.0,unweighted,0.17385551078341716,0.002,1.0,180.0,180.0,1.0,1.0
36,power,0.0,both,0.050252783622440456,0.998,0.0,115.98087390347779,103.4447956292554,3.398725478059411,4.459190271059798
36,power,0.25,both,0.07037612315783467,0.884,0.0,134.77245469990146,128.16844222979114,2.394178483491893,2.7296513239901725
36,power,0.5,both,0.09274137111954199,0.24,0.0,150.2187059298833,146.48048665242,1.819428550547994,1.9548702072878015
36,power,0.75,both,0.12208885951377164,0.004,1.0,165.6179341680734,164.2600175390753,1.4037801643344585,1.453844247096162
36,power,1.0,both,0.17385551078341716,0.002,1.0,180.0,180.0,1.0,1.0
37,calibration,-1.0,unweighted,0.17338598536808414,0.002,1.0,180.0,180.0,1.0,1.0
37,calibration,0.0,both,0.040112851853817834,1.0,0.0,100.4935182439567,93.53642117404844,5.062011612861476,5.8266866227921215
37,calibration,0.25,both,0.061458322747604294,0.984,0.0,127.13062525053121,122.14678115354909,2.9406420040257655,3.099277221833575
37,calibration,0.5,both,0.08437088323702766,0.544,0.0,145.420746493092,140.9088547823035,2.046877261423832,2.113556855708167
37,calibration,0.75,both,0.11458516479313195,0.004,1.0,162.4665887817771,159.81429604385323,1.4935311844489791,1.5285430557133455
37,calibration,1.0,both,0.17338598536808414,0.002,1.0,180.0,180.0,1.0,1.0
37,power,-1.0,unweighted,0.19498784198292946,0.002,1.0,180.0,180.0,1.0,1.0
37,power,0.0,both,0.05418612966007439,0.996,0.0,100.4935182439567,93.53642117404844,5.062011612861476,5.8266866227921215
37,power,0.25,both,0.0802500044753498,0.676,0.0,127.13062525053121,122.14678115354909,2.9406420040257655,3.099277221833575
37,power,0.5,both,0.10625273855343997,0.066,0.0,145.420746493092,140.9088547823035,2.046877261423832,2.113556855708167
37,power,0.75,both,0.13809673600594363,0.002,1.0,162.4665887817771,159.81429604385323,1.4935311844489791,1.5285430557133455
37,power,1.0,both,0.19498784198292943,0.002,1.0,180.0,180.0,1.0,1.0
38,calibration,-1.0,unweighted,0.1735604061880811,0.002,1.0,180.0,180.0,1.0,1.0
38,calibration,0.0,both,0.04263892264480375,1.0,0.0,103.68711178823105,99.52461379548676,4.86737608424737,4.579716640832139
38,calibration,0.25,both,0.06371564805483776,0.972,0.0,129.82268618315192,124.41266347905301,2.8664225106432277,2.794677263245217
38,calibration,0.5,both,0.08694176059845582,0.454,0.0,148.15431229478253,142.76359414445474,2.004304575485926,2.001541351486075
38,calibration,0.75,both,0.11768230453268501,0.002,1.0,164.7516755027497,161.59823785204813,1.466995585026132,1.4857547504662576
38,calibration,1.0,both,0.1735604061880811,0.002,1.0,180.0,180.0,1.0,1.0
38,power,-1.0,unweighted,0.19457033893461365,0.002,1.0,180.0,180.0,1.0,1.0
38,power,0.0,both,0.057446106401025133,0.988,0.0,103.68711178823105,99.52461379548676,4.86737608424737,4.579716640832139
38,power,0.25,both,0.08294894355973087,0.588,0.0,129.82268618315192,124.41266347905301,2.8664225106432277,2.794677263245217
38,power,0.5,both,0.10900799797712779,0.018,1.0,148.15431229478253,142.76359414445474,2.004304575485926,2.001541351486075
38,power,0.75,both,0.1410470499533827,0.002,1.0,164.7516755027497,161.59823785204813,1.466995585026132,1.4857547504662576
38,power,1.0,both,0.19457033893461365,0.002,1.0,180.0,180.0,1.0,1.0
39,calibration,-1.0,unweighted,0.14591613511659807,0.002,1.0,180.0,180.0,1.0,1.0
39,calibration,0.0,both,0.03835283718952286,1.0,0.0,105.37073497266726,111.36029833391098,4.729213913655117,5.267012123813555
39,calibration,0.25,both,0.05634118483587856,1.0,0.0,133.2795392155132,137.43750424864183,2.75993447636196,2.8742502056764163
39,calibration,0.5,both,0.07518923936710374,0.826,0.0,150.10008924144148,153.56750365889081,1.9374144178944712,1.960669873502898
39,calibration,0.75,both,0.09971382893911407,0.092,0.0,165.19840970500186,167.70891344064336,1.4359941376507934,1.4294533487769083
39,calibration,1.0,both,0.14591613511659807,0.002,1.0,180.0,180.0,1.0,1.0
39,power,-1.0,unweighted,0.1725607929431489,0.002,1.0,180.0,180.0,1.0,1.0
39,power,0.0,both,0.05426204738259931,0.998,0.0,105.37073497266726,111.36029833391098,4.729213913655117,5.267012123813555
39,power,0.25,both,0.07740218320224176,0.756,0.0,133.2795392155132,137.43750424864183,2.75993447636196,2.8742502056764163
39,power,0.5,both,0.09987216161761123,0.084,0.0,150.10008924144148,153.56750365889081,1.9374144178944712,1.960669873502898
39,power,0.75,both,0.1268081740525905,0.002,1.0,165.19840970500186,167.70891344064336,1.4359941376507934,1.4294533487769083
39,power,1.0,both,0.1725607929431489,0.002,1.0,180.0,180.0,1.0,1.0
40,calibration,-1.0,unweighted,0.15583088896509678,0.002,1.0,180.0,180.0,1.0,1.0
40,calibration,0.0,both,0.037157028650200284,1.0,0.0,105.87584877879979,104.44897927610825,4.843992574532528,4.575316194311454
40,calibration,0.25,both,0.05394177271047729,0.996,0.0,129.32483068009043,128.62671960464814,2.8395732423670865,2.779886647995046
40,calibration,0.5,both,0.0732295533734767,0.844,0.0,145.95242269923352,146.3362128096619,1.997753284601232,1.9787442957451735
40,calibration,0.75,both,0.10021776223450565,0.094,0.0,162.64553229444715,163.40701000925654,1.47449728477317,1.4660487600388
40,calibration,1.0,both,0.15583088896509678,0.002,1.0,180.0,180.0,1.0,1.0
40,power,-1.0,unweighted,0.17747424173144338,0.002,1.0,180.0,180.0,1.0,1.0
40,power,0.0,both,0.05046797334146151,0.998,0.0,105.87584877879979,104.44897927610825,4.843992574532528,4.575316194311454
40,power,0.25,both,0.07125433892052538,0.872,0.0,129.32483068009043,128.62671960464814,2.8395732423670865,2.779886647995046
40,power,0.5,both,0.09350453432399955,0.234,0.0,145.95242269923352,146.3362128096619,1.997753284601232,1.9787442957451735
40,power,0.75,both,0.12242632802481053,0.006,1.0,162.64553229444715,163.40701000925654,1.47449728477317,1.4660487600388
40,power,1.0,both,0.17747424173144338,0.002,1.0,180.0,180.0,1.0,1.0
41,calibration,-1.0,unweighted,0.15333551859472644,0.002,1.0,180.0,180.0,1.0,1.0
41,calibration,0.0,both,0.036594828653531634,1.0,0.0,106.5701301958093,109.05937070426982,5.561926835856775,3.8715165140405725
41,calibration,0.25,both,0.05291458580008789,1.0,0.0,130.32224428220107,130.38702251255998,2.9850757885926513,2.5680509154263356
