repeat,scenario,mode,statistic,pvalue,reject,source_ess,target_ess,source_max_weight,target_max_weight
22,target_only,target,0.09290316292136362,0.222,0.0,180.0,168.63721938677654,1.0,1.5684758885254653
22,target_only,both,0.08657506170901572,0.448,0.0,176.10683985510266,168.63721938677654,1.3610106897206002,1.5684758885254653
22,both_sides,unweighted,0.13332252133821065,0.002,1.0,180.0,180.0,1.0,1.0
22,both_sides,source,0.11211713360765052,0.01,1.0,158.2185218279405,180.0,1.697782063646609,1.0
22,both_sides,target,0.09073201175252138,0.312,0.0,180.0,156.45470082551458,1.0,1.8573226327949852
22,both_sides,both,0.06860280532714944,0.946,0.0,158.2185218279405,156.45470082551458,1.697782063646609,1.8573226327949852
23,source_only,unweighted,0.10018436785550983,0.066,0.0,180.0,180.0,1.0,1.0
23,source_only,source,0.066427381863244,0.954,0.0,154.887400914102,180.0,1.8526587353255486,1.0
23,source_only,target,0.08545160562504489,0.472,0.0,180.0,170.76237396171132,1.0,1.5482264211171033
23,source_only,both,0.05324323316691193,0.998,0.0,154.887400914102,170.76237396171132,1.8526587353255486,1.5482264211171033
23,target_only,unweighted,0.1264590439719555,0.002,1.0,180.0,180.0,1.0,1.0
23,target_only,source,0.11447599668371973,0.004,1.0,171.1296841951737,180.0,1.6447413151401575,1.0
23,target_only,target,0.09512481788379046,0.158,0.0,180.0,164.94400693860663,1.0,1.5782453443457387
23,target_only,both,0.08347208073682416,0.574,0.0,171.1296841951737,164.94400693860663,1.6447413151401575,1.5782453443457387
23,both_sides,unweighted,0.1559916295153178,0.002,1.0,180.0,180.0,1.0,1.0
23,both_sides,source,0.11547197240735843,0.004,1.0,139.43209777033002,180.0,2.167905056610235,1.0
23,both_sides,target,0.11132022363692216,0.016,1.0,180.0,148.96810736604962,1.0,1.913144585799137
23,both_sides,both,0.06743649784643635,0.946,0.0,139.43209777033002,148.96810736604962,2.167905056610235,1.913144585799137
24,source_only,unweighted,0.11226204751562262,0.004,1.0,180.0,180.0,1.0,1.0
24,source_only,source,0.08352817220974759,0.6,0.0,156.2481768571078,180.0,1.8877304020820198,1.0
24,source_only,target,0.09545442153160627,0.2,0.0,180.0,169.64736607680234,1.0,1.7327179816886211
24,source_only,both,0.06764206963521649,0.952,0.0,156.2481768571078,169.64736607680234,1.8877304020820198,1.7327179816886211
24,target_only,unweighted,0.12343378295991464,0.002,1.0,180.0,180.0,1.0,1.0
24,target_only,source,0.11302389855399546,0.004,1.0,173.00465898891792,180.0,1.6105071250482588,1.0
24,target_only,target,0.09156517111201662,0.24,0.0,180.0,166.0159771227227,1.0,1.6813193191005638
24,target_only,both,0.08147180428867916,0.62,0.0,173.00465898891792,166.0159771227227,1.6105071250482588,1.6813193191005638
24,both_sides,unweighted,0.16870097831885383,0.002,1.0,180.0,180.0,1.0,1.0
24,both_sides,source,0.13707456675564497,0.002,1.0,142.3575640122459,180.0,2.2030349389966726,1.0
24,both_sides,target,0.11705030080324665,0.002,1.0,180.0,146.25827274223298,1.0,2.1468994802648056
24,both_sides,both,0.08175859663311433,0.62,0.0,142.3575640122459,146.25827274223298,2.2030349389966726,2.1468994802648056
25,source_only,unweighted,0.08945376085962506,0.33,0.0,180.0,180.0,1.0,1.0
25,source_only,source,0.07286912768830262,0.874,0.0,169.46579260383768,180.0,1.389247073982088,1.0
25,source_only,target,0.0799427107329598,0.694,0.0,180.0,175.7899885444464,1.0,1.447863823757871
25,source_only,both,0.06392067134531965,0.988,0.0,169.46579260383768,175.7899885444464,1.389247073982088,1.447863823757871
25,target_only,unweighted,0.13575584990855052,0.002,1.0,180.0,180.0,1.0,1.0
25,target_only,source,0.12609070713738407,0.002,1.0,172.66277677211852,180.0,1.6424731559184034,1.0
25,target_only,target,0.09453453716596935,0.192,0.0,180.0,161.14020002857748,1.0,1.7268802278467643
25,target_only,both,0.08520999576494061,0.522,0.0,172.66277677211852,161.14020002857748,1.6424731559184034,1.7268802278467643
25,both_sides,unweighted,0.15725950788751714,0.002,1.0,180.0,180.0,1.0,1.0
25,both_sides,source,0.1371358870319619,0.002,1.0,149.9610698023816,180.0,1.7443163941378685,1.0
25,both_sides,target,0.09902958570344528,0.104,0.0,180.0,146.4066246781234,1.0,2.0450260193541205
25,both_sides,both,0.07618988811192556,0.798,0.0,149.9610698023816,146.4066246781234,1.7443163941378685,2.0450260193541205
26,source_only,unweighted,0.12385532693187015,0.002,1.0,180.0,180.0,1.0,1.0
26,source_only,source,0.09469230448235627,0.178,0.0,161.94215436871656,180.0,1.83024580594469,1.0
26,source_only,target,0.10888869465947057,0.016,1.0,180.0,171.59011052595173,1.0,1.564057329988093
26,source_only,both,0.0811698087685841,0.642,0.0,161.94215436871656,171.59011052595173,1.83024580594469,1.564057329988093
26,target_only,unweighted,0.15820048106233808,0.002,1.0,180.0,180.0,1.0,1.0
26,target_only,source,0.14732279882283178,0.002,1.0,171.46413573793188,180.0,1.7692019201803744,1.0
26,target_only,target,0.11317661422677269,0.002,1.0,180.0,157.100463749984,1.0,1.750436934501315
26,target_only,both,0.10273937285700367,0.054,0.0,171.46413573793188,157.100463749984,1.7692019201803744,1.750436934501315
26,both_sides,unweighted,0.17185419238683128,0.002,1.0,180.0,180.0,1.0,1.0
26,both_sides,source,0.14341641986936474,0.002,1.0,145.45286794793103,180.0,2.2334301089351842,1.0
26,both_sides,target,0.11298664799867104,0.01,1.0,180.0,142.08485309962472,1.0,2.075083630613067
26,both_sides,both,0.08356941035614303,0.576,0.0,145.45286794793103,142.08485309962472,2.2334301089351842,2.075083630613067
27,source_only,unweighted,0.09440021528730376,0.172,0.0,180.0,180.0,1.0,1.0
27,source_only,source,0.06771001063065533,0.96,0.0,163.61125325841482,180.0,1.7196690084673159,1.0
27,source_only,target,0.08295287708449436,0.562,0.0,180.0,173.8914790010058,1.0,1.5927578676761875
27,source_only,both,0.05748063210231236,1.0,0.0,163.61125325841482,173.8914790010058,1.7196690084673159,1.5927578676761875
27,target_only,unweighted,0.1256065157750343,0.002,1.0,180.0,180.0,1.0,1.0
27,target_only,source,0.11607659575411758,0.006,1.0,173.43711304451222,180.0,1.5670548598688026,1.0
27,target_only,target,0.09606084861620862,0.158,0.0,180.0,168.39304137300633,1.0,1.6488356271431812
27,target_only,both,0.08660843347917957,0.436,0.0,173.43711304451222,168.39304137300633,1.5670548598688026,1.6488356271431812
27,both_sides,unweighted,0.14722522386069198,0.002,1.0,180.0,180.0,1.0,1.0
27,both_sides,source,0.1156428067658597,0.012,1.0,146.07648753922408,180.0,2.0954656435301864,1.0
27,both_sides,target,0.10382489547060558,0.05,0.0,180.0,152.65885874837906,1.0,2.0648273531191967
27,both_sides,both,0.07167505568948637,0.912,0.0,146.07648753922408,152.65885874837906,2.0954656435301864,2.0648273531191967
28,source_only,unweighted,0.12184446444901692,0.002,1.0,180.0,180.0,1.0,1.0
28,source_only,source,0.09107012559513485,0.278,0.0,160.29891726445473,180.0,1.6872589840052477,1.0
28,source_only,target,0.10617952877858172,0.02,1.0,180.0,171.0828235585008,1.0,1.6810094468653578
28,source_only,both,0.07654051479655477,0.77,0.0,160.29891726445473,171.0828235585008,1.6872589840052477,1.6810094468653578
28,target_only,unweighted,0.1347771490626429,0.002,1.0,180.0,180.0,1.0,1.0
28,target_only,source,0.1231721159111456,0.002,1.0,172.98843259144084,180.0,1.472069612145993,1.0
28,target_only,target,0.10369804242471108,0.038,1.0,180.0,166.73559631993044,1.0,1.667451677508743
28,target_only,both,0.09191374612680918,0.26,0.0,172.98843259144084,166.73559631993044,1.472069612145993,1.667451677508743
28,both_sides,unweighted,0.16658870789513797,0.002,1.0,180.0,180.0,1.0,1.0
28,both_sides,source,0.13595455164770293,0.002,1.0,147.6306051201938,180.0,1.94438482990173,1.0
28,both_sides,target,0.12082291830916905,0.002,1.0,180.0,150.89004963038906,1.0,2.049312805155455
28,both_sides,both,0.08720322089813967,0.416,0.0,147.6306051201938,150.89004963038906,1.94438482990173,2.049312805155455
29,source_only,unweighted,0.09825013622161256,0.08,0.0,180.0,180.0,1.0,1.0
29,source_only,source,0.07201362822222249,0.892,0.0,162.674703309051,180.0,1.6852098782162,1.0
29,source_only,target,0.08659597635329894,0.422,0.0,180.0,173.3437850591757,1.0,1.5199074041975136
29,source_only,both,0.06171672094695475,0.992,0.0,162.674703309051,173.3437850591757,1.6852098782162,1.5199074041975136
29,target_only,unweighted,0.13397754343850024,0.002,1.0,180.0,180.0,1.0,1.0
29,target_only,source,0.1251272400331029,0.002,1.0,173.7407822608932,180.0,1.5321543890268179,1.0
29,target_only,target,0.09650410379396981,0.134,0.0,180.0,163.73177911120126,1.0,1.620524398444311
29,target_only,both,0.08789759855747623,0.388,0.0,173.7407822608932,163.73177911120126,1.5321543890268179,1.620524398444311
29,both_sides,unweighted,0.1510356062338058,0.002,1.0,180.0,180.0,1.0,1.0
29,both_sides,source,0.12354046904780329,0.004,1.0,147.70518521063906,180.0,2.014663795818249,1.0
29,both_sides,target,0.09896740880806539,0.108,0.0,180.0,147.3730205758266,1.0,1.9649542750328337
29,both_sides,both,0.06949810026236826,0.924,0.0,147.70518521063906,147.3730205758266,2.014663795818249,1.9649542750328337
30,source_only,unweighted,0.12865106595793324,0.002,1.0,180.0,180.0,1.0,1.0
30,source_only,source,0.09429497982636764,0.174,0.0,156.48049105202134,180.0,1.8908331231899935,1.0
30,source_only,target,0.10839241950385707,0.012,1.0,180.0,168.7092309358031,1.0,1.6641361398295462
30,source_only,both,0.07562333930625503,0.812,0.0,156.48049105202134,168.7092309358031,1.8908331231899935,1.6641361398295462
30,target_only,unweighted,0.1475818158436214,0.002,1.0,180.0,180.0,1.0,1.0
30,target_only,source,0.13378486970969122,0.002,1.0,169.74722428286083,180.0,1.7180150083760317,1.0
30,target_only,target,0.10494019484006731,0.038,1.0,180.0,158.8715040848786,1.0,1.7348999321192815
30,target_only,both,0.09071834383754847,0.294,0.0,169.74722428286083,158.8715040848786,1.7180150083760317,1.7348999321192815
30,both_sides,unweighted,0.17070579180003048,0.002,1.0,180.0,180.0,1.0,1.0
30,both_sides,source,0.14136799817963447,0.002,1.0,143.20798964049234,180.0,2.1988226209894237,1.0
30,both_sides,target,0.11221235271727113,0.016,1.0,180.0,143.143107340168,1.0,2.074627897890667
30,both_sides,both,0.08000198010569468,0.704,0.0,143.20798964049234,143.143107340168,2.1988226209894237,2.074627897890667
31,source_only,unweighted,0.12461089487120865,0.002,1.0,180.0,180.0,1.0,1.0
31,source_only,source,0.0925585881401589,0.25,0.0,150.783995924206,180.0,1.9090225106155496,1.0
31,source_only,target,0.10205301195184599,0.062,0.0,180.0,166.65786685711046,1.0,1.6541864432357818
31,source_only,both,0.07109592072258736,0.902,0.0,150.783995924206,166.65786685711046,1.9090225106155496,1.6541864432357818
31,target_only,unweighted,0.13812620789513796,0.002,1.0,180.0,180.0,1.0,1.0
31,target_only,source,0.12643833927284182,0.002,1.0,169.92233496763382,180.0,1.6439796573903347,1.0
31,target_only,target,0.09868424737806478,0.092,0.0,180.0,161.31827138911038,1.0,1.6097803821668568
31,target_only,both,0.08623584527832763,0.486,0.0,169.92233496763382,161.31827138911038,1.6439796573903347,1.6097803821668568
31,both_sides,unweighted,0.16695531359548849,0.002,1.0,180.0,180.0,1.0,1.0
31,both_sides,source,0.1328896436190019,0.002,1.0,141.97309529688275,180.0,2.1150451218169506,1.0
31,both_sides,target,0.11595107312322166,0.004,1.0,180.0,145.10086590767014,1.0,1.9537219964624284
31,both_sides,both,0.07727588178773524,0.82,0.0,141.97309529688275,145.10086590767014,2.1150451218169506,1.9537219964624284
32,source_only,unweighted,0.10737563538332572,0.016,1.0,180.0,180.0,1.0,1.0
32,source_only,source,0.0817418386909152,0.58,0.0,162.3440809724091,180.0,1.6289278539203573,1.0
32,source_only,target,0.09158760779369343,0.226,0.0,180.0,171.40750245957975,1.0,1.5501445212795595
32,source_only,both,0.0669521642084808,0.972,0.0,162.3440809724091,171.40750245957975,1.6289278539203573,1.5501445212795595
32,target_only,unweighted,0.14498411732205457,0.002,1.0,180.0,180.0,1.0,1.0
32,target_only,source,0.132363667389076,0.002,1.0,170.67082191223574,180.0,1.58107121058365,1.0
32,target_only,target,0.10482062657547639,0.044,1.0,180.0,160.34325121369673,1.0,1.6969990047428813
32,target_only,both,0.0921887336006752,0.226,0.0,170.67082191223574,160.34325121369673,1.58107121058365,1.6969990047428813
32,both_sides,unweighted,0.17280118312757203,0.002,1.0,180.0,180.0,1.0,1.0
32,both_sides,source,0.14444429550080332,0.002,1.0,144.84369914836876,180.0,1.9931566709106145,1.0
32,both_sides,target,0.11228608251991573,0.008,1.0,180.0,140.37183073620304,1.0,2.089695077794776
32,both_sides,both,0.08053116391868526,0.624,0.0,144.84369914836876,140.37183073620304,1.9931566709106145,2.089695077794776
33,source_only,unweighted,0.10165570225575368,0.052,0.0,180.0,180.0,1.0,1.0
33,source_only,source,0.0751277723110248,0.864,0.0,161.8240672281311,180.0,1.6411433680867344,1.0
33,source_only,target,0.0858149027424493,0.486,0.0,180.0,170.95364378387015,1.0,1.6355594631456576
33,source_only,both,0.06078521847125647,0.99,0.0,161.8240672281311,170.95364378387015,1.6411433680867344,1.6355594631456576
33,target_only,unweighted,0.12241093583295229,0.002,1.0,180.0,180.0,1.0,1.0
33,target_only,source,0.11181312712299152,0.002,1.0,172.65708227222103,180.0,1.4581441737318925,1.0
33,target_only,target,0.08951658348342906,0.322,0.0,180.0,166.2635438731934,1.0,1.533821320125196
33,target_only,both,0.07884435657587074,0.706,0.0,172.65708227222103,166.2635438731934,1.4581441737318925,1.533821320125196
33,both_sides,unweighted,0.14813182155921356,0.002,1.0,180.0,180.0,1.0,1.0
33,both_sides,source,0.11793955356804506,0.002,1.0,151.6891918155153,180.0,1.8469964579339855,1.0
33,both_sides,target,0.10619623586754057,0.026,1.0,180.0,154.027998619195,1.0,1.8043717669334915
33,both_sides,both,0.07411627975229229,0.85,0.0,151.6891918155153,154.027998619195,1.8469964579339855,1.8043717669334915
34,source_only,unweighted,0.13621163599298886,0.002,1.0,180.0,180.0,1.0,1.0
34,source_only,source,0.10219240784436917,0.054,0.0,148.82752828455963,180.0,1.9291707327672034,1.0
34,source_only,target,0.1082819034266091,0.018,1.0,180.0,163.17767850566972,1.0,1.7812191704070608
34,source_only,both,0.0752066632070722,0.854,0.0,148.82752828455963,163.17767850566972,1.9291707327672034,1.7812191704070608
34,target_only,unweighted,0.1483013355433623,0.002,1.0,180.0,180.0,1.0,1.0
34,target_only,source,0.13483916342503557,0.002,1.0,169.57219872723263,180.0,1.605818789439815,1.0
34,target_only,target,0.10396769716548693,0.054,0.0,180.0,156.75728755141125,1.0,1.7725710716602308
34,target_only,both,0.09085714420242692,0.294,0.0,169.57219872723263,156.75728755141125,1.605818789439815,1.7725710716602308
34,both_sides,unweighted,0.19373837067520194,0.002,1.0,180.0,180.0,1.0,1.0
34,both_sides,source,0.1609709447440875,0.002,1.0,135.78953154581737,180.0,2.2308268824968596,1.0
34,both_sides,target,0.13122507371109676,0.002,1.0,180.0,134.54089301366878,1.0,2.227767705969437
34,both_sides,both,0.09265668392799724,0.278,0.0,135.78953154581737,134.54089301366878,2.2308268824968596,2.227767705969437
35,source_only,unweighted,0.09656467764060356,0.122,0.0,180.0,180.0,1.0,1.0
35,source_only,source,0.08691183131029635,0.406,0.0,176.35072055423137,180.0,1.2427901008622337,1.0
35,source_only,target,0.08971638835307652,0.304,0.0,180.0,178.186231216591,1.0,1.3008799358925884
35,source_only,both,0.08029851839904982,0.658,0.0,176.35072055423137,178.186231216591,1.2427901008622337,1.3008799358925884
35,target_only,unweighted,0.14175020957171164,0.002,1.0,180.0,180.0,1.0,1.0
35,target_only,source,0.13607551907557325,0.002,1.0,175.16252359675295,180.0,1.3505261185946322,1.0
35,target_only,target,0.10539980429691892,0.034,1.0,180.0,165.79560871543973,1.0,1.6560948963288
35,target_only,both,0.09979316636711655,0.108,0.0,175.16252359675295,165.79560871543973,1.3505261185946322,1.6560948963288
35,both_sides,unweighted,0.1546135621475385,0.002,1.0,180.0,180.0,1.0,1.0
35,both_sides,source,0.13936885261016232,0.002,1.0,159.96787296479937,180.0,1.6213322611985381,1.0
35,both_sides,target,0.10455669336534552,0.052,0.0,180.0,154.0662993664845,1.0,1.9050537417426605
35,both_sides,both,0.08821737594337074,0.376,0.0,159.96787296479937,154.0662993664845,1.6213322611985381,1.9050537417426605
36,source_only,unweighted,0.11395245484682213,0.002,1.0,180.0,180.0,1.0,1.0
36,source_only,source,0.08474740960477128,0.516,0.0,159.7665916449309,180.0,1.7020449943210885,1.0
36,source_only,target,0.10084568027065431,0.066,0.0,180.0,172.31650168145995,1.0,1.5288629109562315
36,source_only,both,0.07271417972393188,0.886,0.0,159.7665916449309,172.31650168145995,1.7020449943210885,1.5288629109562315
36,target_only,unweighted,0.14224656302392927,0.002,1.0,180.0,180.0,1.0,1.0
36,target_only,source,0.13224244104696628,0.002,1.0,172.29978082223877,180.0,1.478531062728248,1.0
36,target_only,target,0.10759575664289142,0.024,1.0,180.0,165.60269630663512,1.0,1.576962228790676
36,target_only,both,0.09710248695479454,0.122,0.0,172.29978082223877,165.60269630663512,1.478531062728248,1.576962228790676
36,both_sides,unweighted,0.16517380163084894,0.002,1.0,180.0,180.0,1.0,1.0
36,both_sides,source,0.13328274360928077,0.002,1.0,143.4607071514099,180.0,2.02392579865129,1.0
36,both_sides,target,0.1166830342667328,0.002,1.0,180.0,148.0475178668337,1.0,1.9685045314807412
36,both_sides,both,0.08108177578029084,0.656,0.0,143.4607071514099,148.0475178668337,2.02392579865129,1.9685045314807412
37,source_only,unweighted,0.09302323292943149,0.21,0.0,180.0,180.0,1.0,1.0
37,source_only,source,0.07587676003763061,0.792,0.0,167.4282795711693,180.0,1.5789705900132234,1.0
37,source_only,target,0.07948003793996014,0.664,0.0,180.0,173.82180579281788,1.0,1.4803709726997902
37,source_only,both,0.06288990821398421,0.99,0.0,167.4282795711693,173.82180579281788,1.5789705900132234,1.4803709726997902
37,target_only,unweighted,0.144274325560128,0.002,1.0,180.0,180.0,1.0,1.0
37,target_only,source,0.13185860966343305,0.002,1.0,168.66953532015665,180.0,1.6514137581147146,1.0
37,target_only,target,0.10011732623484094,0.08,0.0,180.0,157.70324573478482,1.0,1.7922746567306733
37,target_only,both,0.08713487628272114,0.368,0.0,168.66953532015665,157.70324573478482,1.6514137581147146,1.7922746567306733
37,both_sides,unweighted,0.17690609377381497,0.002,1.0,180.0,180.0,1.0,1.0
37,both_sides,source,0.15445847165127186,0.002,1.0,148.13510680929534,180.0,2.0342580835616553,1.0
37,both_sides,target,0.1188979785220941,0.002,1.0,180.0,143.28540394828931,1.0,2.0823942444393686
37,both_sides,both,0.09294475063234398,0.198,0.0,148.13510680929534,143.28540394828931,2.0342580835616553,2.0823942444393686
38,source_only,unweighted,0.11140633859167809,0.006,1.0,180.0,180.0,1.0,1.0
38,source_only,source,0.09126300198946169,0.314,0.0,168.3405790514721,180.0,1.5296331861221704,1.0
38,source_only,target,0.09944075740147737,0.114,0.0,180.0,175.2000081052435,1.0,1.4253224102201674
38,source_only,both,0.08009122971178459,0.69,0.0,168.3405790514721,175.2000081052435,1.5296331861221704,1.4253224102201674
38,target_only,unweighted,0.13732678993293704,0.002,1.0,180.0,180.0,1.0,1.0
38,target_only,source,0.12856580222698152,0.002,1.0,174.4916029104478,180.0,1.4672570119047643,1.0
38,target_only,target,0.10685084484566457,0.026,1.0,180.0,167.49667721482552,1.0,1.566278489275865
38,target_only,both,0.09791031312290556,0.116,0.0,174.4916029104478,167.49667721482552,1.4672570119047643,1.566278489275865
38,both_sides,unweighted,0.15310787132296905,0.002,1.0,180.0,180.0,1.0,1.0
38,both_sides,source,0.12297600727036229,0.002,1.0,152.73919863706874,180.0,1.8673320737088828,1.0
38,both_sides,target,0.11171087383104661,0.008,1.0,180.0,154.1606329379652,1.0,1.8633115447095532
38,both_sides,both,0.08035991878407386,0.7,0.0,152.73919863706874,154.1606329379652,1.8673320737088828,1.8633115447095532
39,source_only,unweighted,0.11112502190976986,0.012,1.0,180.0,180.0,1.0,1.0
39,source_only,source,0.08125157888911425,0.638,0.0,159.41143151242085,180.0,1.7608464522436085,1.0
39,source_only,target,0.0969278057608216,0.13,0.0,180.0,171.93090564744264,1.0,1.6002398660378934
39,source_only,both,0.06775168265428579,0.952,0.0,159.41143151242085,171.93090564744264,1.7608464522436085,1.6002398660378934
39,target_only,unweighted,0.14191261335924404,0.002,1.0,180.0,180.0,1.0,1.0
39,target_only,source,0.12703183341996024,0.002,1.0,169.4292335932859,180.0,1.6513641127961467,1.0
39,target_only,target,0.1007204760050238,0.088,0.0,180.0,159.04548992550616,1.0,1.6328963103033627
39,target_only,both,0.08579668643038801,0.478,0.0,169.4292335932859,159.04548992550616,1.6513641127961467,1.6328963103033627
39,both_sides,unweighted,0.17376205227861607,0.002,1.0,180.0,180.0,1.0,1.0
39,both_sides,source,0.13898276999147272,0.002,1.0,142.791032734208,180.0,2.12488008138441,1.0
39,both_sides,target,0.12228838424265943,0.006,1.0,180.0,143.925718387193,1.0,1.9301186408668103
39,both_sides,both,0.08414690776670762,0.538,0.0,142.791032734208,143.925718387193,2.12488008138441,1.9301186408668103
40,source_only,unweighted,0.10032768156531016,0.05,0.0,180.0,180.0,1.0,1.0
40,source_only,source,0.06726669347623834,0.976,0.0,156.42296583262714,180.0,1.7024105621292542,1.0
40,source_only,target,0.08565501270153787,0.474,0.0,180.0,169.6985743728973,1.0,1.665106924971294
40,source_only,both,0.054955332753025166,1.0,0.0,156.42296583262714,169.6985743728973,1.7024105621292542,1.665106924971294
40,target_only,unweighted,0.13002107815119646,0.002,1.0,180.0,180.0,1.0,1.0
40,target_only,source,0.11625921769857972,0.002,1.0,169.31315626017675,180.0,1.5344253388099374,1.0
40,target_only,target,0.08953327810746212,0.36,0.0,180.0,159.41504073815096,1.0,1.7678699759610625
40,target_only,both,0.07591110028485487,0.832,0.0,169.31315626017675,159.41504073815096,1.5344253388099374,1.7678699759610625
40,both_sides,unweighted,0.16884922458466695,0.002,1.0,180.0,180.0,1.0,1.0
40,both_sides,source,0.13395546153838672,0.002,1.0,140.1183055433091,180.0,2.0162350365833364,1.0
40,both_sides,target,0.11446819755935432,0.004,1.0,180.0,142.01893766317983,1.0,2.1480353093007434
40,both_sides,both,0.07665202682200549,0.78,0.0,140.1183055433091,142.01893766317983,2.0162350365833364,2.1480353093007434
41,source_only,unweighted,0.10524971326779456,0.036,1.0,180.0,180.0,1.0,1.0
41,source_only,source,0.07519566304169197,0.814,0.0,159.57432658042015,180.0,1.732133345510439,1.0
41,source_only,target,0.09004279182335886,0.292,0.0,180.0,171.35097164457375,1.0,1.521447041869872
41,source_only,both,0.06148637631607888,0.994,0.0,159.57432658042015,171.35097164457375,1.732133345510439,1.521447041869872
41,target_only,unweighted,0.1274862654320988,0.002,1.0,180.0,180.0,1.0,1.0
41,target_only,source,0.11874746961612008,0.002,1.0,175.4311350074744,180.0,1.4478887868352845,1.0
41,target_only,target,0.09974115546031695,0.08,0.0,180.0,169.35284722873615,1.0,1.479991114940294
41,target_only,both,0.09131940077291381,0.274,0.0,175.4311350074744,169.35284722873615,1.4478887868352845,1.479991114940294
41,both_sides,unweighted,0.1529940938881268,0.002,1.0,180.0,180.0,1.0,1.0
41,both_sides,source,0.12611117031511354,0.002,1.0,147.09577881468894,180.0,1.996137679345362,1.0
41,both_sides,target,0.10359005659267043,0.044,1.0,180.0,150.98979532394662,1.0,1.8652707531349222
41,both_sides,both,0.07493593013006163,0.82,0.0,147.09577881468894,150.98979532394662,1.996137679345362,1.8652707531349222
42,source_only,unweighted,0.09062760249961896,0.268,0.0,180.0,180.0,1.0,1.0
42,source_only,source,0.0673831529323093,0.974,0.0,165.83404273221183,180.0,1.6851559514964904,1.0
42,source_only,target,0.0789249004894293,0.744,0.0,180.0,173.06430313355594,1.0,1.561107135739328
42,source_only,both,0.05682182890189291,1.0,0.0,165.83404273221183,173.06430313355594,1.6851559514964904,1.561107135739328
42,target_only,unweighted,0.1287356891098918,0.002,1.0,180.0,180.0,1.0,1.0
42,target_only,source,0.11383861396304454,0.01,1.0,171.13123127988703,180.0,1.6587439291865627,1.0
42,target_only,target,0.09666368733371357,0.17,0.0,180.0,163.16325238884292,1.0,1.7296401176844973
42,target_only,both,0.08256831231857029,0.632,0.0,171.13123127988703,163.16325238884292,1.6587439291865627,1.7296401176844973
42,both_sides,unweighted,0.15236369551135498,0.002,1.0,180.0,180.0,1.0,1.0
42,both_sides,source,0.12617679420098085,0.002,1.0,149.61879144120132,180.0,2.065268647115117,1.0
42,both_sides,target,0.10437696100488592,0.054,0.0,180.0,150.1074617348532,1.0,2.0392384100770498
42,both_sides,both,0.07696565251053368,0.776,0.0,149.61879144120132,150.1074617348532,2.065268647115117,2.0392384100770498
43,source_only,unweighted,0.09182881325255296,0.262,0.0,180.0,180.0,1.0,1.0
43,source_only,source,0.07081958298981694,0.938,0.0,165.76762859901604,180.0,1.6128914124554339,1.0
43,source_only,target,0.07977408342056368,0.712,0.0,180.0,174.1142116490654,1.0,1.442800683509492
43,source_only,both,0.06000861826732934,0.996,0.0,165.76762859901604,174.1142116490654,1.6128914124554339,1.442800683509492
43,target_only,unweighted,0.12112188309708885,0.004,1.0,180.0,180.0,1.0,1.0
43,target_only,source,0.11326345716030023,0.008,1.0,174.22981138443348,180.0,1.4813472446552536,1.0
43,target_only,target,0.08812610098885419,0.414,0.0,180.0,166.81231032500594,1.0,1.5362581078626099
43,target_only,both,0.0805239793732794,0.708,0.0,174.22981138443348,166.81231032500594,1.4813472446552536,1.5362581078626099
43,both_sides,unweighted,0.15032586305441245,0.002,1.0,180.0,180.0,1.0,1.0
43,both_sides,source,0.12243398085558942,0.002,1.0,150.8657073215296,180.0,1.9413583887675823,1.0
43,both_sides,target,0.1005580926550581,0.098,0.0,180.0,149.89904892980547,1.0,1.8689933067338889
43,both_sides,both,0.07120004339888954,0.912,0.0,150.8657073215296,149.89904892980547,1.9413583887675823,1.8689933067338889
44,source_only,unweighted,0.09903995579942082,0.092,0.0,180.0,180.0,1.0,1.0
44,source_only,source,0.07296149617069628,0.878,0.0,164.09168892029666,180.0,1.629157859416404,1.0
44,source_only,target,0.0874718985146627,0.4,0.0,180.0,173.38302369719224,1.0,1.4848555273635078
44,source_only,both,0.06248946826707374,0.986,0.0,164.09168892029666,173.38302369719224,1.629157859416404,1.4848555273635078
44,target_only,unweighted,0.13209931222374638,0.002,1.0,180.0,180.0,1.0,1.0
44,target_only,source,0.12338007772116982,0.002,1.0,173.8373257821269,180.0,1.48714042730896,1.0
44,target_only,target,0.10208129929940081,0.068,0.0,180.0,168.6598581224272,1.0,1.5170213171799467
44,target_only,both,0.09330340960538698,0.24,0.0,173.8373257821269,168.6598581224272,1.48714042730896,1.5170213171799467
44,both_sides,unweighted,0.15523482605547934,0.002,1.0,180.0,180.0,1.0,1.0
44,both_sides,source,0.12454078624171262,0.002,1.0,150.77917958653492,180.0,1.9121076520407694,1.0
44,both_sides,target,0.1119443382927717,0.016,1.0,180.0,152.520146991587,1.0,1.863574472145228
44,both_sides,both,0.08026689567131151,0.694,0.0,150.77917958653492,152.520146991587,1.9121076520407694,1.863574472145228
45,source_only,unweighted,0.10220684918457554,0.05,0.0,180.0,180.0,1.0,1.0
45,source_only,source,0.07854915885467782,0.742,0.0,165.52487972813717,180.0,1.5845387053865345,1.0
45,source_only,target,0.09150824364371539,0.27,0.0,180.0,174.63572164821736,1.0,1.4052416734187898
45,source_only,both,0.0687597499831288,0.95,0.0,165.52487972813717,174.63572164821736,1.5845387053865345,1.4052416734187898
45,target_only,unweighted,0.12275233196159122,0.002,1.0,180.0,180.0,1.0,1.0
