repeat,scenario,mode,statistic,pvalue,reject,source_ess,target_ess,source_max_weight,target_max_weight
8,both_sides,source,0.1125203591117155,0.006,1.0,154.8448897769422,180.0,1.8165084389568413,1.0
8,both_sides,target,0.09655553308297501,0.13,0.0,180.0,158.00875280600997,1.0,1.9136287339073716
8,both_sides,both,0.07094950223213181,0.918,0.0,154.8448897769422,158.00875280600997,1.8165084389568413,1.9136287339073716
9,source_only,unweighted,0.10669748799725651,0.016,1.0,180.0,180.0,1.0,1.0
9,source_only,source,0.08156256439877606,0.61,0.0,164.68249575209236,180.0,1.5962731625164976,1.0
9,source_only,target,0.09382269118617675,0.188,0.0,180.0,173.0154737952756,1.0,1.6865087026045287
9,source_only,both,0.06975926594673386,0.93,0.0,164.68249575209236,173.0154737952756,1.5962731625164976,1.6865087026045287
9,target_only,unweighted,0.14090974698978814,0.002,1.0,180.0,180.0,1.0,1.0
9,target_only,source,0.1287265238800958,0.002,1.0,171.252960343379,180.0,1.6950659769607574,1.0
9,target_only,target,0.10315739486174394,0.066,0.0,180.0,162.83553870153608,1.0,1.620101389014562
9,target_only,both,0.09091083741072038,0.27,0.0,171.252960343379,162.83553870153608,1.6950659769607574,1.620101389014562
9,both_sides,unweighted,0.1663755658436214,0.002,1.0,180.0,180.0,1.0,1.0
9,both_sides,source,0.14171938858926714,0.002,1.0,151.23422019511835,180.0,1.8884194504148897,1.0
9,both_sides,target,0.11651806064626903,0.004,1.0,180.0,148.83879624010737,1.0,1.9014956340295572
9,both_sides,both,0.09025629790189113,0.322,0.0,151.23422019511835,148.83879624010737,1.8884194504148897,1.9014956340295572
10,source_only,unweighted,0.11522016365645482,0.008,1.0,180.0,180.0,1.0,1.0
10,source_only,source,0.09394087701610514,0.204,0.0,165.76855264874132,180.0,1.618544555641643,1.0
10,source_only,target,0.10054169129864414,0.1,0.0,180.0,172.81592398924155,1.0,1.5031021807089497
10,source_only,both,0.08023483173823842,0.69,0.0,165.76855264874132,172.81592398924155,1.618544555641643,1.5031021807089497
10,target_only,unweighted,0.12700026958542904,0.002,1.0,180.0,180.0,1.0,1.0
10,target_only,source,0.11643646536078746,0.002,1.0,173.5910049396918,180.0,1.496854573560321,1.0
10,target_only,target,0.0965408393169101,0.126,0.0,180.0,166.53845875433123,1.0,1.5807930260138308
10,target_only,both,0.08572299879503273,0.472,0.0,173.5910049396918,166.53845875433123,1.496854573560321,1.5807930260138308
10,both_sides,unweighted,0.154517989826246,0.002,1.0,180.0,180.0,1.0,1.0
10,both_sides,source,0.1269061575800065,0.002,1.0,152.4805458170758,180.0,1.9179178081307127,1.0
10,both_sides,target,0.1119540181295517,0.006,1.0,180.0,152.59811681235968,1.0,1.8947586922983835
10,both_sides,both,0.08264098748081011,0.57,0.0,152.4805458170758,152.59811681235968,1.9179178081307127,1.8947586922983835
11,source_only,unweighted,0.1025778825636336,0.054,0.0,180.0,180.0,1.0,1.0
11,source_only,source,0.08405126328571894,0.548,0.0,168.78414269150213,180.0,1.5345390720514906,1.0
11,source_only,target,0.08928722912475821,0.368,0.0,180.0,174.2867030737945,1.0,1.4816060418463368
11,source_only,both,0.07178336322516245,0.89,0.0,168.78414269150213,174.2867030737945,1.5345390720514906,1.4816060418463368
11,target_only,unweighted,0.12463384964182289,0.002,1.0,180.0,180.0,1.0,1.0
11,target_only,source,0.11788368788635883,0.002,1.0,176.6762857619452,180.0,1.3861863622537685,1.0
11,target_only,target,0.10090148514113688,0.07,0.0,180.0,171.90300441067944,1.0,1.494229760554568
11,target_only,both,0.09442561329929446,0.18,0.0,176.6762857619452,171.90300441067944,1.3861863622537685,1.494229760554568
11,both_sides,unweighted,0.13266517680231674,0.002,1.0,180.0,180.0,1.0,1.0
11,both_sides,source,0.11100569631811534,0.026,1.0,156.71322077405785,180.0,1.8103139724908492,1.0
11,both_sides,target,0.09243756062959727,0.236,0.0,180.0,157.8544999463501,1.0,1.843442824456327
11,both_sides,both,0.07005460790935437,0.914,0.0,156.71322077405785,157.8544999463501,1.8103139724908492,1.843442824456327
12,source_only,unweighted,0.10184641251333637,0.048,1.0,180.0,180.0,1.0,1.0
12,source_only,source,0.07200106642912013,0.92,0.0,159.839116255628,180.0,1.691091476189249,1.0
12,source_only,target,0.08756238499095728,0.38,0.0,180.0,171.98892746830884,1.0,1.537334701874125
12,source_only,both,0.05925531126248153,0.998,0.0,159.839116255628,171.98892746830884,1.691091476189249,1.537334701874125
12,target_only,unweighted,0.13223910417619267,0.002,1.0,180.0,180.0,1.0,1.0
12,target_only,source,0.12010210981023788,0.004,1.0,172.54815919365566,180.0,1.5568529491754077,1.0
12,target_only,target,0.09859260651200127,0.094,0.0,180.0,164.58067896916305,1.0,1.6051516637712
12,target_only,both,0.08695500026185563,0.384,0.0,172.54815919365566,164.58067896916305,1.5568529491754077,1.6051516637712
12,both_sides,unweighted,0.1652588420210334,0.002,1.0,180.0,180.0,1.0,1.0
12,both_sides,source,0.12921873380873872,0.002,1.0,141.10554903625624,180.0,2.0639076186788934,1.0
12,both_sides,target,0.11220799171401576,0.008,1.0,180.0,144.69713571476714,1.0,2.0084500183185816
12,both_sides,both,0.07361409569507543,0.826,0.0,141.10554903625624,144.69713571476714,2.0639076186788934,2.0084500183185816
13,source_only,unweighted,0.10744534655540314,0.016,1.0,180.0,180.0,1.0,1.0
13,source_only,source,0.08403783084630174,0.508,0.0,167.02116713795266,180.0,1.5576004395089,1.0
13,source_only,target,0.09545571025097846,0.124,0.0,180.0,174.07212938002834,1.0,1.5302303134642357
13,source_only,both,0.07295249269249923,0.884,0.0,167.02116713795266,174.07212938002834,1.5576004395089,1.5302303134642357
13,target_only,unweighted,0.12059214772900473,0.002,1.0,180.0,180.0,1.0,1.0
13,target_only,source,0.10975851985384653,0.012,1.0,174.9380409918143,180.0,1.391724490185093,1.0
13,target_only,target,0.09850920579925454,0.088,0.0,180.0,171.8152489166806,1.0,1.499978227902179
13,target_only,both,0.08797384545407785,0.37,0.0,174.9380409918143,171.8152489166806,1.391724490185093,1.499978227902179
13,both_sides,unweighted,0.14262732148300564,0.002,1.0,180.0,180.0,1.0,1.0
13,both_sides,source,0.11742349087885137,0.002,1.0,158.17054881996182,180.0,1.749790993072763,1.0
