repeat,overlap_severity,mode,statistic,pvalue,reject,source_ess,target_ess,source_max_weight,target_max_weight
9,0.0,both,0.06912824718221093,0.93,0.0,179.70804145523482,179.70273397365185,1.1010329433542152,1.1091824048672714
9,0.0,crump,0.07359866445663771,0.84,0.0,180.0,180.0,1.0,1.0
9,0.0,overlap,0.07389181044693098,0.84,0.0,179.99902970506582,179.99849131965274,0.24999999966883632,0.24999997434567583
9,0.1,unweighted,0.08091159979423868,0.64,0.0,180.0,180.0,1.0,1.0
9,0.1,source,0.07350531998499302,0.86,0.0,176.5405656034361,180.0,1.3468180337123736,1.0
9,0.1,target,0.0693886021755144,0.935,0.0,180.0,174.2714033684618,1.0,1.408943212202842
9,0.1,both,0.06250637097107332,1.0,0.0,176.5405656034361,174.2714033684618,1.3468180337123736,1.408943212202842
9,0.1,crump,0.08091159979423868,0.64,0.0,180.0,180.0,1.0,1.0
9,0.1,overlap,0.07932819221732999,0.705,0.0,179.86374282449253,179.52898175563433,0.2499995299159049,0.24999998735401313
9,0.2,unweighted,0.09171393651882336,0.3,0.0,180.0,180.0,1.0,1.0
9,0.2,source,0.08081755894047005,0.665,0.0,172.6496732470154,180.0,1.5095002459673614,1.0
9,0.2,target,0.0701714254907415,0.915,0.0,180.0,164.74622514335329,1.0,1.636483951728211
9,0.2,both,0.06033025761618463,1.0,0.0,172.6496732470154,164.74622514335329,1.5095002459673614,1.636483951728211
9,0.2,crump,0.09171393651882336,0.3,0.0,180.0,180.0,1.0,1.0
9,0.2,overlap,0.08573111451665094,0.505,0.0,179.3936567100999,177.6249354828875,0.2499999804870216,0.24999763786569565
9,0.3,unweighted,0.10212116483767719,0.095,0.0,180.0,180.0,1.0,1.0
9,0.3,source,0.08783552570877062,0.4,0.0,168.3574797139976,180.0,1.6529980469633048,1.0
9,0.3,target,0.0717813208789957,0.89,0.0,180.0,153.5456744017518,1.0,1.8462214101244114
9,0.3,both,0.059269707285516345,1.0,0.0,168.3574797139976,153.5456744017518,1.6529980469633048,1.8462214101244114
9,0.3,crump,0.10212116483767719,0.095,0.0,180.0,180.0,1.0,1.0
9,0.3,overlap,0.09111222722343369,0.31,0.0,178.50931438109268,174.07277698157412,0.24999989189416966,0.24999999711602608
9,0.4,unweighted,0.11163144242493522,0.03,1.0,180.0,180.0,1.0,1.0
9,0.4,source,0.09321732404468558,0.27,0.0,161.95158832063015,180.0,1.8417048590687581,1.0
9,0.4,target,0.07244697291182241,0.895,0.0,180.0,139.64957533551214,1.0,2.1104668259038655
9,0.4,both,0.05677367766637627,1.0,0.0,161.95158832063015,139.64957533551214,1.8417048590687581,2.1104668259038655
9,0.4,crump,0.10935306175922074,0.015,1.0,180.0,178.0,1.0,1.0
9,0.4,overlap,0.09426047888776172,0.225,0.0,176.56914753852894,168.3162382046252,0.24999787488177505,0.24999998828947212
10,0.0,unweighted,0.045419251066910526,1.0,0.0,180.0,180.0,1.0,1.0
10,0.0,source,0.05062821881652181,1.0,0.0,178.79876201762826,180.0,1.2109834638969867,1.0
10,0.0,target,0.048187561370466134,1.0,0.0,180.0,179.10870220551047,1.0,1.2153673454968377
10,0.0,both,0.053596574500956465,1.0,0.0,178.79876201762826,179.10870220551047,1.2109834638969867,1.2153673454968377
10,0.0,crump,0.045419251066910526,1.0,0.0,180.0,180.0,1.0,1.0
10,0.0,overlap,0.04562221415745564,1.0,0.0,179.98824241082252,179.99086490928082,0.24999982824169514,0.24999985496001584
10,0.1,unweighted,0.0528065414951989,1.0,0.0,180.0,180.0,1.0,1.0
10,0.1,source,0.049164823696345686,1.0,0.0,179.22129507520768,180.0,1.1497453318630961,1.0
10,0.1,target,0.049849994279287886,1.0,0.0,180.0,178.9544047669784,1.0,1.1575602616911482
10,0.1,both,0.04631104917817894,1.0,0.0,179.22129507520768,178.9544047669784,1.1497453318630961,1.1575602616911482
10,0.1,crump,0.0528065414951989,1.0,0.0,180.0,180.0,1.0,1.0
10,0.1,overlap,0.052883944775524744,1.0,0.0,179.99490533105273,179.98547396425013,0.2499999870135936,0.24999975386534162
10,0.2,unweighted,0.06329486168267033,0.995,0.0,180.0,180.0,1.0,1.0
10,0.2,source,0.053073967163712196,1.0,0.0,175.18515448097202,180.0,1.3730255334803616,1.0
10,0.2,target,0.05395336381213062,1.0,0.0,180.0,171.9167033310269,1.0,1.434153436368562
10,0.2,both,0.04463357089602169,1.0,0.0,175.18515448097202,171.9167033310269,1.3730255334803616,1.434153436368562
10,0.2,crump,0.06329486168267033,0.995,0.0,180.0,180.0,1.0,1.0
10,0.2,overlap,0.061787754676289164,0.995,0.0,179.79603396846235,179.3628362280873,0.2499999999911588,0.24999529122049322
10,0.3,unweighted,0.07591712486663618,0.81,0.0,180.0,180.0,1.0,1.0
10,0.3,source,0.06252573586624707,0.995,0.0,170.9700736053699,180.0,1.517223711691074,1.0
10,0.3,target,0.057565655355284975,0.995,0.0,180.0,162.11706801319806,1.0,1.642297007881484
10,0.3,both,0.045679653439977055,1.0,0.0,170.9700736053699,162.11706801319806,1.517223711691074,1.642297007881484
10,0.3,crump,0.07591712486663618,0.81,0.0,180.0,180.0,1.0,1.0
10,0.3,overlap,0.07028403669761193,0.92,0.0,179.24804205164438,177.5938735778696,0.24999931065881043,0.249999281155167
10,0.4,unweighted,0.0856426173601585,0.495,0.0,180.0,180.0,1.0,1.0
10,0.4,source,0.06786646204785954,0.96,0.0,164.75703544977304,180.0,1.6908881752033702,1.0
10,0.4,target,0.05830282629802108,0.985,0.0,180.0,149.10072166368315,1.0,1.8971402754586584
10,0.4,both,0.043215759731849525,1.0,0.0,164.75703544977304,149.10072166368315,1.6908881752033702,1.8971402754586584
10,0.4,crump,0.0856426173601585,0.495,0.0,180.0,180.0,1.0,1.0
10,0.4,overlap,0.07399650591022858,0.83,0.0,177.78499391201126,174.29917512560155,0.24999518558301276,0.24999005870981636
11,0.0,unweighted,0.07257631077579638,0.875,0.0,180.0,180.0,1.0,1.0
11,0.0,source,0.07156024816158545,0.885,0.0,179.9242004574503,180.0,1.0634694929208637,1.0
11,0.0,target,0.07118177466296033,0.9,0.0,180.0,179.91200604273115,1.0,1.054291912530034
11,0.0,both,0.07017370533863689,0.915,0.0,179.9242004574503,179.91200604273115,1.0634694929208637,1.054291912530034
11,0.0,crump,0.07257631077579638,0.875,0.0,180.0,180.0,1.0,1.0
11,0.0,overlap,0.07290899424284365,0.875,0.0,179.9999257200902,179.9999193343486,0.24999999593762848,0.249999999988738
11,0.1,unweighted,0.08112740245389422,0.63,0.0,180.0,180.0,1.0,1.0
11,0.1,source,0.07344479433258863,0.86,0.0,177.53708970078853,180.0,1.3567436056618236,1.0
11,0.1,target,0.07134798087520483,0.905,0.0,180.0,175.31486670719445,1.0,1.3403582757114216
11,0.1,both,0.06414599164136858,0.995,0.0,177.53708970078853,175.31486670719445,1.3567436056618236,1.3403582757114216
11,0.1,crump,0.08112740245389422,0.63,0.0,180.0,180.0,1.0,1.0
11,0.1,overlap,0.08042314518588843,0.67,0.0,179.92549128029574,179.7424192571955,0.24999893969065543,0.24999770524971301
11,0.2,unweighted,0.09297204218106997,0.225,0.0,180.0,180.0,1.0,1.0
11,0.2,source,0.08016761273286396,0.685,0.0,173.6701134419619,180.0,1.5673996738892668,1.0
11,0.2,target,0.07426791692894943,0.855,0.0,180.0,165.66018471656733,1.0,1.587935679331379
11,0.2,both,0.06276752494919371,0.985,0.0,173.6701134419619,165.66018471656733,1.5673996738892668,1.587935679331379
11,0.2,crump,0.09297204218106997,0.225,0.0,180.0,180.0,1.0,1.0
11,0.2,overlap,0.08958766105200468,0.325,0.0,179.52555200152833,178.14421286077103,0.24999911948197184,0.24999929614207708
11,0.3,unweighted,0.10102124009297363,0.065,0.0,180.0,180.0,1.0,1.0
11,0.3,source,0.08383366538935698,0.535,0.0,168.7253569609537,180.0,1.7623287604618694,1.0
11,0.3,target,0.07328157111433158,0.845,0.0,180.0,153.03464480458345,1.0,1.8355279657322652
11,0.3,both,0.058335044013644095,0.995,0.0,168.7253569609537,153.03464480458345,1.7623287604618694,1.8355279657322652
11,0.3,crump,0.10102124009297363,0.065,0.0,180.0,180.0,1.0,1.0
11,0.3,overlap,0.09300770411832943,0.175,0.0,178.5360950625063,174.7867611516209,0.24999968126828367,0.24999963275742046
11,0.4,unweighted,0.10770914399481785,0.02,1.0,180.0,180.0,1.0,1.0
11,0.4,source,0.08528764292874011,0.47,0.0,162.6147788012364,180.0,1.9702362519224816,1.0
11,0.4,target,0.0748493235773131,0.79,0.0,180.0,138.71139343617463,1.0,2.101922433451192
11,0.4,both,0.05593230480679111,1.0,0.0,162.6147788012364,138.71139343617463,1.9702362519224816,2.101922433451192
11,0.4,crump,0.10646378964832824,0.04,1.0,180.0,179.0,1.0,1.0
11,0.4,overlap,0.09671262395656587,0.135,0.0,176.63281102900984,169.85563718855587,0.24998849688450794,0.24999781035865515
12,0.0,unweighted,0.07734024348422497,0.785,0.0,180.0,180.0,1.0,1.0
12,0.0,source,0.07794777607342565,0.77,0.0,179.99841329607176,180.0,1.0068806789021207,1.0
12,0.0,target,0.07753028533850642,0.79,0.0,180.0,179.99841353922056,1.0,1.0096225706798858
12,0.0,both,0.07813888910273038,0.76,0.0,179.99841329607176,179.99841353922056,1.0068806789021207,1.0096225706798858
12,0.0,crump,0.07734024348422497,0.785,0.0,180.0,180.0,1.0,1.0
12,0.0,overlap,0.07773581013000397,0.79,0.0,179.9999999729916,179.999999971325,0.2499999999787093,0.24999999998483974
12,0.1,unweighted,0.08516898719707361,0.445,0.0,180.0,180.0,1.0,1.0
12,0.1,source,0.07689070171798097,0.795,0.0,177.41188270276595,180.0,1.3266730802270013,1.0
12,0.1,target,0.07645151568306596,0.825,0.0,180.0,175.96860541443024,1.0,1.3104958217243843
12,0.1,both,0.06864523784523685,0.955,0.0,177.41188270276595,175.96860541443024,1.3266730802270013,1.3104958217243843
12,0.1,crump,0.08516898719707361,0.445,0.0,180.0,180.0,1.0,1.0
12,0.1,overlap,0.08512017825731402,0.47,0.0,179.93279586359182,179.81292426006502,0.24999975190073745,0.24999981871354918
12,0.2,unweighted,0.09396599317939339,0.17,0.0,180.0,180.0,1.0,1.0
12,0.2,source,0.07905130508113035,0.73,0.0,172.62888340048562,180.0,1.5495141997413235,1.0
12,0.2,target,0.07724626376832827,0.785,0.0,180.0,166.2812993764348,1.0,1.5732819231902833
12,0.2,both,0.06379372045782979,0.985,0.0,172.62888340048562,166.2812993764348,1.5495141997413235,1.5732819231902833
12,0.2,crump,0.09396599317939339,0.17,0.0,180.0,180.0,1.0,1.0
12,0.2,overlap,0.0913836719278538,0.265,0.0,179.47529928302453,178.15267281232047,0.24999998330970458,0.24999927329321484
12,0.3,unweighted,0.10261014612863893,0.045,1.0,180.0,180.0,1.0,1.0
12,0.3,source,0.0824995187263401,0.585,0.0,166.8521744318595,180.0,1.742752199288411,1.0
12,0.3,target,0.07823584249442525,0.72,0.0,180.0,153.85742414574082,1.0,1.8235877967712577
12,0.3,both,0.0603886335113233,1.0,0.0,166.8521744318595,153.85742414574082,1.742752199288411,1.8235877967712577
12,0.3,crump,0.10261014612863893,0.045,1.0,180.0,180.0,1.0,1.0
12,0.3,overlap,0.0958285778943616,0.155,0.0,178.37543571220203,174.44006769492574,0.24999952426596514,0.2499996892895189
12,0.4,unweighted,0.10887265279682976,0.01,1.0,180.0,180.0,1.0,1.0
12,0.4,source,0.08317727313407935,0.595,0.0,160.78671587203368,180.0,1.9217370148541606,1.0
12,0.4,target,0.07750047930362886,0.765,0.0,180.0,140.84101548816307,1.0,2.0628062708088786
12,0.4,both,0.05570715295222535,1.0,0.0,160.78671587203368,140.84101548816307,1.9217370148541606,2.0628062708088786
12,0.4,crump,0.10544547712600652,0.045,1.0,180.0,177.0,1.0,1.0
12,0.4,overlap,0.09709883389776158,0.12,0.0,176.61181650581983,169.28128433299634,0.24999917263963617,0.24999965445606706
13,0.0,unweighted,0.07419243731900625,0.84,0.0,180.0,180.0,1.0,1.0
13,0.0,source,0.07205278072557386,0.895,0.0,179.73703187425335,180.0,1.0917847320776033,1.0
13,0.0,target,0.07206393079797646,0.89,0.0,180.0,179.76632321071318,1.0,1.1005368389746275
13,0.0,both,0.06994744153511301,0.94,0.0,179.73703187425335,179.76632321071318,1.0917847320776033,1.1005368389746275
13,0.0,crump,0.07419243731900625,0.84,0.0,180.0,180.0,1.0,1.0
13,0.0,overlap,0.07451772059815773,0.84,0.0,179.99926319616037,179.9994911414099,0.24999996618017775,0.24999998887039718
13,0.1,unweighted,0.08277004458161866,0.565,0.0,180.0,180.0,1.0,1.0
13,0.1,source,0.07436791598465273,0.84,0.0,176.5663367375836,180.0,1.3312597573863278,1.0
13,0.1,target,0.07144307138896952,0.91,0.0,180.0,174.57601689190062,1.0,1.3447852329551147
13,0.1,both,0.06341055331838137,0.995,0.0,176.5663367375836,174.57601689190062,1.3312597573863278,1.3447852329551147
13,0.1,crump,0.08277004458161866,0.565,0.0,180.0,180.0,1.0,1.0
13,0.1,overlap,0.08070142230541727,0.67,0.0,179.87272059120286,179.53488052520106,0.24999902355057854,0.2499990713700563
13,0.2,unweighted,0.09315072969059594,0.195,0.0,180.0,180.0,1.0,1.0
13,0.2,source,0.07992207988874254,0.72,0.0,172.0371279600165,180.0,1.509472161230081,1.0
13,0.2,target,0.07254725463651876,0.91,0.0,180.0,164.5360171155523,1.0,1.5389289632878642
13,0.2,both,0.06029108524368656,1.0,0.0,172.0371279600165,164.5360171155523,1.509472161230081,1.5389289632878642
13,0.2,crump,0.09315072969059594,0.195,0.0,180.0,180.0,1.0,1.0
13,0.2,overlap,0.08628744818302818,0.485,0.0,179.32063763468125,177.26537570460545,0.24999982107493846,0.24999961867168358
13,0.3,unweighted,0.10368989388050602,0.05,0.0,180.0,180.0,1.0,1.0
13,0.3,source,0.08688047743207852,0.415,0.0,167.65115151161933,180.0,1.6479074092614951,1.0
13,0.3,target,0.07520464190498566,0.875,0.0,180.0,152.60675140211137,1.0,1.7396109923089775
13,0.3,both,0.06028731635628178,1.0,0.0,167.65115151161933,152.60675140211137,1.6479074092614951,1.7396109923089775
13,0.3,crump,0.10368989388050602,0.05,0.0,180.0,180.0,1.0,1.0
13,0.3,overlap,0.09334141702166637,0.225,0.0,178.37558981456192,173.84237284253587,0.24999976524350256,0.2499999701735847
13,0.4,unweighted,0.10993038694558757,0.025,1.0,180.0,180.0,1.0,1.0
13,0.4,source,0.09000052137104328,0.33,0.0,162.8307364731664,180.0,1.7876295441428418,1.0
13,0.4,target,0.07419967923740313,0.875,0.0,180.0,140.02890510784616,1.0,1.9506292530047133
13,0.4,both,0.05685726206874087,1.0,0.0,162.8307364731664,140.02890510784616,1.7876295441428418,1.9506292530047133
13,0.4,crump,0.10912272206512327,0.02,1.0,180.0,179.0,1.0,1.0
13,0.4,overlap,0.09416238960749143,0.23,0.0,176.8985012999667,169.118764304003,0.2499997603607966,0.2499850935709101
14,0.0,unweighted,0.07835070301783265,0.755,0.0,180.0,180.0,1.0,1.0
14,0.0,source,0.07742128759808328,0.795,0.0,179.93598057857724,180.0,1.047523441345922,1.0
14,0.0,target,0.0772443522005686,0.8,0.0,180.0,179.93952255230502,1.0,1.0484745025506081
14,0.0,both,0.07632213420971287,0.815,0.0,179.93598057857724,179.93952255230502,1.047523441345922,1.0484745025506081
14,0.0,crump,0.07835070301783265,0.755,0.0,180.0,180.0,1.0,1.0
14,0.0,overlap,0.07872118432462624,0.755,0.0,179.99994620049026,179.99996696091333,0.249999988249571,0.24999999993363956
14,0.1,unweighted,0.0882011326398415,0.465,0.0,180.0,180.0,1.0,1.0
14,0.1,source,0.07909984057921463,0.755,0.0,176.5965617336586,180.0,1.3456426500649303,1.0
14,0.1,target,0.07798366670746547,0.795,0.0,180.0,174.90934672512816,1.0,1.3540383452917149
14,0.1,both,0.06949268498768836,0.955,0.0,176.5965617336586,174.90934672512816,1.3456426500649303,1.3540383452917149
14,0.1,crump,0.0882011326398415,0.465,0.0,180.0,180.0,1.0,1.0
14,0.1,overlap,0.08755591733664822,0.48,0.0,179.85246527162687,179.71502765305598,0.24999997424127657,0.24999999099982845
14,0.2,unweighted,0.0964277758725804,0.155,0.0,180.0,180.0,1.0,1.0
14,0.2,source,0.0817473751722164,0.675,0.0,171.93553936526436,180.0,1.53693609406124,1.0
14,0.2,target,0.07771767954430187,0.795,0.0,180.0,164.90800623402035,1.0,1.5985554589782445
14,0.2,both,0.06468698551867097,0.985,0.0,171.93553936526436,164.90800623402035,1.53693609406124,1.5985554589782445
14,0.2,crump,0.0964277758725804,0.155,0.0,180.0,180.0,1.0,1.0
14,0.2,overlap,0.09278497903099636,0.255,0.0,179.2356821062278,177.96178683399634,0.2499962617920008,0.2499989495524706
14,0.3,unweighted,0.10582513431641519,0.035,1.0,180.0,180.0,1.0,1.0
14,0.3,source,0.08550983534968568,0.545,0.0,165.86724099267514,180.0,1.7279523919023059,1.0
14,0.3,target,0.07917418509567549,0.795,0.0,180.0,151.72989476347246,1.0,1.7602365937584794
14,0.3,both,0.06194336023102287,0.995,0.0,165.86724099267514,151.72989476347246,1.7279523919023059,1.7602365937584794
14,0.3,crump,0.10526349299782745,0.005,1.0,179.0,180.0,1.0,1.0
14,0.3,overlap,0.09831549226720279,0.145,0.0,177.88148185482723,174.13548593074327,0.24999829870053125,0.24999994114388982
14,0.4,unweighted,0.11888359815576893,0.005,1.0,180.0,180.0,1.0,1.0
14,0.4,source,0.09349394173520549,0.255,0.0,158.51229939342457,180.0,1.9340846391335123,1.0
14,0.4,target,0.08138842848696384,0.71,0.0,180.0,137.09629466549345,1.0,2.0403629604698406
14,0.4,both,0.06027137494850473,0.99,0.0,158.51229939342457,137.09629466549345,1.9340846391335123,2.0403629604698406
14,0.4,crump,0.11492169105830474,0.005,1.0,177.0,177.0,1.0,1.0
14,0.4,overlap,0.10436879989298628,0.075,0.0,175.56883580536748,168.32675628335838,0.2499997349974581,0.24994703946873062
15,0.0,unweighted,0.06954761659807956,0.95,0.0,180.0,180.0,1.0,1.0
15,0.0,source,0.06817452416834138,0.96,0.0,179.8095268673803,180.0,1.0787909702949006,1.0
15,0.0,target,0.06777625639868509,0.965,0.0,180.0,179.81525893886706,1.0,1.0993134245110816
15,0.0,both,0.06641838640785255,0.97,0.0,179.8095268673803,179.81525893886706,1.0787909702949006,1.0993134245110816
15,0.0,crump,0.06954761659807956,0.95,0.0,180.0,180.0,1.0,1.0
15,0.0,overlap,0.06991317994571519,0.95,0.0,179.99964059163096,179.9996374674228,0.24999999864852365,0.24999999998196434
15,0.1,unweighted,0.0780988254458162,0.76,0.0,180.0,180.0,1.0,1.0
15,0.1,source,0.07152248193210199,0.92,0.0,176.95143886024616,180.0,1.3144872417569884,1.0
15,0.1,target,0.06842593796247651,0.965,0.0,180.0,174.83635089432278,1.0,1.4234527483525685
15,0.1,both,0.06222437620213264,0.985,0.0,176.95143886024616,174.83635089432278,1.3144872417569884,1.4234527483525685
15,0.1,crump,0.0780988254458162,0.76,0.0,180.0,180.0,1.0,1.0
15,0.1,overlap,0.07717589652466879,0.79,0.0,179.9053771285046,179.64228843338424,0.24999712365989876,0.24999990477278872
15,0.2,unweighted,0.08689965420667581,0.465,0.0,180.0,180.0,1.0,1.0
15,0.2,source,0.07687131289510263,0.845,0.0,173.5801080112893,180.0,1.4594532422477458,1.0
15,0.2,target,0.06951906014047912,0.95,0.0,180.0,166.09957562697593,1.0,1.6432934996562685
15,0.2,both,0.06045216501556717,0.99,0.0,173.5801080112893,166.09957562697593,1.4594532422477458,1.6432934996562685
15,0.2,crump,0.08689965420667581,0.465,0.0,180.0,180.0,1.0,1.0
15,0.2,overlap,0.08313013192709853,0.605,0.0,179.5702101920853,177.96811501735763,0.24999997000600724,0.24999988804341255
15,0.3,unweighted,0.09394732605547935,0.245,0.0,180.0,180.0,1.0,1.0
15,0.3,source,0.08034937565275785,0.705,0.0,168.58199297143207,180.0,1.6247922743005014,1.0
15,0.3,target,0.06826274658715067,0.97,0.0,180.0,153.9058027165513,1.0,1.8902164669211337
15,0.3,both,0.056356064918529805,0.995,0.0,168.58199297143207,153.9058027165513,1.6247922743005014,1.8902164669211337
15,0.3,crump,0.09394732605547935,0.245,0.0,180.0,180.0,1.0,1.0
15,0.3,overlap,0.0854526676543938,0.51,0.0,178.6274763641485,174.31071304127815,0.24999998690009123,0.24999807055321074
15,0.4,unweighted,0.10318914132754153,0.04,1.0,180.0,180.0,1.0,1.0
15,0.4,source,0.08503837446476319,0.53,0.0,162.13931297300672,180.0,1.8104813595644964,1.0
15,0.4,target,0.06827785014762142,0.97,0.0,180.0,139.46813363848213,1.0,2.1570533765973807
15,0.4,both,0.05333116770364732,0.995,0.0,162.13931297300672,139.46813363848213,1.8104813595644964,2.1570533765973807
15,0.4,crump,0.10209153153333766,0.06,0.0,179.0,177.0,1.0,1.0
15,0.4,overlap,0.08956174113205335,0.4,0.0,176.66025230097574,169.09719602721094,0.24999999998008252,0.24999995048103718
16,0.0,unweighted,0.06946827465325409,0.945,0.0,180.0,180.0,1.0,1.0
16,0.0,source,0.06481646096290597,0.99,0.0,178.83571961899446,180.0,1.2631185968375769,1.0
16,0.0,target,0.06510181370606741,0.99,0.0,180.0,179.11212738276558,1.0,1.1812803419174034
16,0.0,both,0.06059131619499707,1.0,0.0,178.83571961899446,179.11212738276558,1.2631185968375769,1.1812803419174034
16,0.0,crump,0.06946827465325409,0.945,0.0,180.0,180.0,1.0,1.0
16,0.0,overlap,0.06962905214653894,0.945,0.0,179.98680054443415,179.990273035749,0.24999999539898746,0.24999996917334946
16,0.1,unweighted,0.07654701074531323,0.825,0.0,180.0,180.0,1.0,1.0
16,0.1,source,0.066172221581678,0.99,0.0,174.66268271776445,180.0,1.545555639721673,1.0
16,0.1,target,0.06531900053936504,0.995,0.0,180.0,173.17350849026508,1.0,1.429074169120934
16,0.1,both,0.055677378758091686,1.0,0.0,174.66268271776445,173.17350849026508,1.545555639721673,1.429074169120934
16,0.1,crump,0.07654701074531323,0.825,0.0,180.0,180.0,1.0,1.0
16,0.1,overlap,0.07492206811664026,0.88,0.0,179.7323927356972,179.32567301909944,0.24999923237762323,0.24999986994834075
16,0.2,unweighted,0.08560385707209267,0.51,0.0,180.0,180.0,1.0,1.0
16,0.2,source,0.0709582481708307,0.935,0.0,169.67199256815596,180.0,1.7461568604781812,1.0
16,0.2,target,0.06538283413906702,0.99,0.0,180.0,163.65749627483868,1.0,1.648192318142637
16,0.2,both,0.05227317907721149,1.0,0.0,169.67199256815596,163.65749627483868,1.7461568604781812,1.648192318142637
16,0.2,crump,0.08560385707209267,0.51,0.0,180.0,180.0,1.0,1.0
16,0.2,overlap,0.07932396735511008,0.785,0.0,179.01061810146993,177.03987713580042,0.24999943110435427,0.24999989218360513
16,0.3,unweighted,0.09085050964029874,0.32,0.0,180.0,180.0,1.0,1.0
16,0.3,source,0.07158210551210428,0.94,0.0,163.84767242896314,180.0,1.9348825447176687,1.0
16,0.3,target,0.0661602394235209,0.98,0.0,180.0,151.57159314795334,1.0,1.8766843180858592
16,0.3,both,0.049612803515113026,1.0,0.0,163.84767242896314,151.57159314795334,1.9348825447176687,1.8766843180858592
16,0.3,crump,0.09085050964029874,0.32,0.0,180.0,180.0,1.0,1.0
16,0.3,overlap,0.0819456478226914,0.655,0.0,177.57873312029847,173.52255488762475,0.24999320377065684,0.24999940051591538
16,0.4,unweighted,0.097337401882335,0.145,0.0,180.0,180.0,1.0,1.0
16,0.4,source,0.07294938175464655,0.915,0.0,157.58386452765765,180.0,2.1223508394392314,1.0
16,0.4,target,0.06673105433226403,0.97,0.0,180.0,139.11451552743247,1.0,2.1083184348252373
16,0.4,both,0.046689300414154936,1.0,0.0,157.58386452765765,139.11451552743247,2.1223508394392314,2.1083184348252373
16,0.4,crump,0.09464302749719417,0.14,0.0,180.0,176.0,1.0,1.0
16,0.4,overlap,0.08357526478963731,0.62,0.0,175.33330492137307,168.69470871265256,0.249999995043165,0.24999735432865638
17,0.0,unweighted,0.05857839315653102,0.995,0.0,180.0,180.0,1.0,1.0
17,0.0,source,0.06119925827376101,0.995,0.0,179.55565060099258,180.0,1.1364136319527067,1.0
17,0.0,target,0.06174841458199043,0.99,0.0,180.0,179.54433869266677,1.0,1.1573983083714152
17,0.0,both,0.06444396597421659,0.985,0.0,179.55565060099258,179.54433869266677,1.1364136319527067,1.1573983083714152
17,0.0,crump,0.05857839315653102,0.995,0.0,180.0,180.0,1.0,1.0
17,0.0,overlap,0.05875066071721846,0.995,0.0,179.9979852628583,179.99771813529162,0.24999997575832633,0.24999970499302412
17,0.1,unweighted,0.06793287799115988,0.955,0.0,180.0,180.0,1.0,1.0
17,0.1,source,0.0645654726275182,0.985,0.0,178.87583967017912,180.0,1.172578851670623,1.0
17,0.1,target,0.06176532265361756,0.99,0.0,180.0,178.04753709668768,1.0,1.1865862364257944
17,0.1,both,0.05854138441650526,1.0,0.0,178.87583967017912,178.04753709668768,1.172578851670623,1.1865862364257944
17,0.1,crump,0.06793287799115988,0.955,0.0,180.0,180.0,1.0,1.0
17,0.1,overlap,0.06774982705491187,0.96,0.0,179.98631568224104,179.95563975025618,0.24999999999517933,0.2499999557573659
17,0.2,unweighted,0.07942462562871513,0.73,0.0,180.0,180.0,1.0,1.0
17,0.2,source,0.07163014657005003,0.905,0.0,174.92430465093335,180.0,1.3700536039641684,1.0
17,0.2,target,0.06352439611330624,0.98,0.0,180.0,169.43086913466828,1.0,1.4456352598695463
17,0.2,both,0.05649255815852519,1.0,0.0,174.92430465093335,169.43086913466828,1.3700536039641684,1.4456352598695463
17,0.2,crump,0.07942462562871513,0.73,0.0,180.0,180.0,1.0,1.0
17,0.2,overlap,0.07640053081521621,0.795,0.0,179.71350288709874,179.0557311554836,0.24999981583730166,0.24999957471510117
17,0.3,unweighted,0.08491761736015851,0.48,0.0,180.0,180.0,1.0,1.0
17,0.3,source,0.07393311438078855,0.865,0.0,170.89181326981168,180.0,1.505097235957748,1.0
17,0.3,target,0.061968465567666636,0.985,0.0,180.0,158.49955517928018,1.0,1.6529134036339337
17,0.3,both,0.052525665447242194,1.0,0.0,170.89181326981168,158.49955517928018,1.505097235957748,1.6529134036339337
17,0.3,crump,0.08491761736015851,0.48,0.0,180.0,180.0,1.0,1.0
17,0.3,overlap,0.07841312704357428,0.765,0.0,179.06933236213854,176.77423118540403,0.24999971939702229,0.24999989523783459
17,0.4,unweighted,0.09398649024538942,0.175,0.0,180.0,180.0,1.0,1.0
17,0.4,source,0.08016360053569384,0.66,0.0,165.89897484402496,180.0,1.648018272814791,1.0
17,0.4,target,0.061429154984974824,0.99,0.0,180.0,145.48721326196073,1.0,1.8829696376020373
17,0.4,both,0.049956849897952,1.0,0.0,165.89897484402496,145.48721326196073,1.648018272814791,1.8829696376020373
17,0.4,crump,0.09398649024538942,0.175,0.0,180.0,180.0,1.0,1.0
17,0.4,overlap,0.08196679610311171,0.62,0.0,177.79344519914798,173.22490263402605,0.2499964018645666,0.24999973955604127
18,0.0,unweighted,0.08222861415942692,0.605,0.0,180.0,180.0,1.0,1.0
18,0.0,source,0.07706677959169142,0.79,0.0,178.9328010108937,180.0,1.2108959677907236,1.0
18,0.0,target,0.0770743413745416,0.78,0.0,180.0,178.95823742357186,1.0,1.1752505484416482
18,0.0,both,0.07208148720026346,0.9,0.0,178.9328010108937,178.95823742357186,1.2108959677907236,1.1752505484416482
18,0.0,crump,0.08222861415942692,0.605,0.0,180.0,180.0,1.0,1.0
18,0.0,overlap,0.08251875989860301,0.605,0.0,179.989353746059,179.99061899022055,0.24999993063928658,0.24999999908293394
18,0.1,unweighted,0.08995948026215517,0.325,0.0,180.0,180.0,1.0,1.0
