repeat,effect_size,mode,statistic,pvalue,reject,source_ess,target_ess,source_max_weight,target_max_weight
8,0.0,both,0.05324561290913521,1.0,0.0,170.5571177940066,159.8596519357978,1.7567064900605556,1.8709166086284965
8,0.0,crump,0.08479674592287761,0.495,0.0,180.0,180.0,1.0,1.0
8,0.0,overlap,0.08100681674313218,0.675,0.0,179.17188482021865,176.14862291537014,0.24999883484779623,0.24999471628681835
8,0.15,unweighted,0.09989415199664686,0.08,0.0,180.0,180.0,1.0,1.0
8,0.15,source,0.0836476496688506,0.575,0.0,170.5571177940066,180.0,1.7567064900605556,1.0
8,0.15,target,0.08181285947369442,0.65,0.0,180.0,159.8596519357978,1.0,1.8709166086284965
8,0.15,both,0.06732419797286904,0.96,0.0,170.5571177940066,159.8596519357978,1.7567064900605556,1.8709166086284965
8,0.15,crump,0.09989415199664686,0.08,0.0,180.0,180.0,1.0,1.0
8,0.15,overlap,0.09766969341614162,0.125,0.0,179.17188482021865,176.14862291537014,0.24999883484779623,0.24999471628681835
8,0.3,unweighted,0.11645340268251791,0.01,1.0,180.0,180.0,1.0,1.0
8,0.3,source,0.09877915931703499,0.09,0.0,170.5571177940066,180.0,1.7567064900605556,1.0
8,0.3,target,0.09982269671746855,0.12,0.0,180.0,159.8596519357978,1.0,1.8709166086284965
8,0.3,both,0.08343315106651138,0.575,0.0,170.5571177940066,159.8596519357978,1.7567064900605556,1.8709166086284965
8,0.3,crump,0.11645340268251791,0.01,1.0,180.0,180.0,1.0,1.0
8,0.3,overlap,0.11598115019905508,0.01,1.0,179.17188482021865,176.14862291537014,0.24999883484779623,0.24999471628681835
8,0.45,unweighted,0.13483051745160798,0.005,1.0,180.0,180.0,1.0,1.0
8,0.45,source,0.11587260024726179,0.015,1.0,170.5571177940066,180.0,1.7567064900605556,1.0
8,0.45,target,0.12024943792785878,0.005,1.0,180.0,159.8596519357978,1.0,1.8709166086284965
8,0.45,both,0.10203430501392174,0.09,0.0,170.5571177940066,159.8596519357978,1.7567064900605556,1.8709166086284965
8,0.45,crump,0.13483051745160798,0.005,1.0,180.0,180.0,1.0,1.0
8,0.45,overlap,0.136003526864336,0.005,1.0,179.17188482021865,176.14862291537014,0.24999883484779623,0.24999471628681835
8,0.6,unweighted,0.1538027053802774,0.005,1.0,180.0,180.0,1.0,1.0
8,0.6,source,0.13400071337052688,0.005,1.0,170.5571177940066,180.0,1.7567064900605556,1.0
8,0.6,target,0.14174343450882057,0.005,1.0,180.0,159.8596519357978,1.0,1.8709166086284965
8,0.6,both,0.12222636108046957,0.005,1.0,170.5571177940066,159.8596519357978,1.7567064900605556,1.8709166086284965
8,0.6,crump,0.1538027053802774,0.005,1.0,180.0,180.0,1.0,1.0
